t,lead_I,lead_II,v3,v4
1.6,-34653,-92020,-33250,-14390
3.6,-34796,-92487,-32891,-14016
5.6,-34538,-92360,-32891,-14029
7.6,-34640,-92467,-33019,-14168
9.6,-35366,-93083,-33045,-14194
11.6,-35644,-93277,-33173,-14339
13.6,-34933,-92677,-33354,-14549
15.6,-34136,-92017,-33268,-14477
17.6,-34082,-91836,-32999,-14204
19.6,-34526,-91971,-32819,-14012
21.6,-34878,-92108,-32702,-13883
23.6,-34897,-92084,-32572,-13754
25.6,-34675,-92008,-32546,-13742
27.6,-34496,-92224,-32695,-13900
29.6,-34562,-92723,-32933,-14141
31.6,-34685,-92935,-33131,-14351
33.6,-34544,-92570,-33193,-14420
35.6,-34264,-92097,-33095,-14306
37.6,-34321,-92006,-32887,-14079
39.6,-34775,-92186,-32665,-13856
41.6,-35052,-92260,-32561,-13761
43.6,-34745,-92097,-32597,-13802
45.6,-34237,-91910,-32602,-13807
47.6,-34104,-91978,-32528,-13719
49.6,-34270,-92214,-32597,-13764
51.6,-34313,-92233,-32842,-14008
53.6,-34245,-91969,-32949,-14137
55.6,-34343,-91776,-32807,-13987
57.6,-34539,-91807,-32664,-13804
59.6,-34530,-91841,-32652,-13782
61.6,-34257,-91763,-32674,-13833
63.6,-33949,-91767,-32723,-13890
65.6,-33886,-92056,-32840,-13983
67.6,-34137,-92484,-32933,-14064
69.6,-34384,-92622,-32964,-14095
71.6,-34344,-92395,-33066,-14167
73.6,-34319,-92303,-33268,-14328
75.6,-34598,-92521,-33365,-14413
77.6,-34730,-92526,-33229,-14289
79.6,-34370,-92200,-33048,-14122
81.6,-34093,-92136,-33059,-14156
83.6,-34324,-92414,-33168,-14292
85.6,-34540,-92501,-33123,-14260
87.6,-34399,-92415,-33002,-14143
89.6,-34339,-92541,-33082,-14230
91.6,-34582,-92750,-33316,-14456
93.6,-34848,-92805,-33432,-14542
95.6,-35066,-92818,-33386,-14483
97.6,-35284,-92780,-33298,-14415
99.6,-35258,-92615,-33211,-14351
101.6,-34850,-92534,-33190,-14328
103.6,-34377,-92607,-33299,-14430
105.6,-34291,-92715,-33415,-14560
107.6,-34747,-93000,-33424,-14596
109.6,-35359,-93373,-33413,-14596
111.6,-35458,-93259,-33445,-14624
113.6,-34921,-92746,-33505,-14680
115.6,-34294,-92598,-33626,-14804
117.6,-33985,-92746,-33722,-14905
119.6,-34027,-92570,-33586,-14779
121.6,-34457,-92383,-33305,-14506
123.6,-35060,-92680,-33166,-14372
125.6,-35267,-92943,-33174,-14398
127.6,-34998,-92773,-33205,-14460
129.6,-34776,-92704,-33321,-14584
