t,pcg
0.0,29
1.0,23
2.0,1
3.0,11
4.0,7
5.0,-94
6.0,-139
7.0,-100
8.0,-71
9.0,-28
10.0,33
11.0,103
12.0,153
13.0,158
14.0,131
15.0,78
16.0,-9
17.0,-105
18.0,-190
19.0,-286
20.0,-373
21.0,-411
22.0,-411
23.0,-366
24.0,-249
25.0,-87
26.0,82
27.0,283
28.0,507
29.0,697
30.0,824
31.0,874
32.0,846
33.0,763
34.0,635
35.0,460
36.0,241
37.0,11
38.0,-180
39.0,-344
40.0,-510
41.0,-662
42.0,-767
43.0,-806
44.0,-774
45.0,-689
46.0,-596
47.0,-540
48.0,-495
49.0,-435
50.0,-393
51.0,-351
52.0,-286
53.0,-231
54.0,-174
55.0,-143
56.0,-156
57.0,-136
58.0,-53
59.0,48
60.0,192
61.0,346
62.0,427
63.0,513
64.0,690
65.0,883
66.0,1081
67.0,1317
68.0,1417
69.0,1305
70.0,1115
71.0,907
72.0,616
73.0,326
74.0,155
75.0,-23
76.0,-306
77.0,-554
78.0,-780
79.0,-1121
80.0,-1331
81.0,-1392
82.0,-1523
83.0,-1537
84.0,-1381
85.0,-1184
86.0,-882
87.0,-352
88.0,247
89.0,730
90.0,1101
91.0,1246
92.0,1161
93.0,994
94.0,749
95.0,477
96.0,312
97.0,268
98.0,258
99.0,213
100.0,106
101.0,-60
102.0,-253
103.0,-440
104.0,-580
105.0,-635
106.0,-606
107.0,-513
108.0,-373
109.0,-237
110.0,-121
111.0,-6
112.0,110
113.0,224
114.0,311
115.0,351
116.0,371
117.0,368
118.0,328
119.0,266
120.0,192
121.0,128
122.0,76
123.0,29
124.0,-12
125.0,-54
126.0,-91
127.0,-123
128.0,-154
129.0,-161
130.0,-140
131.0,-97
132.0,-37
133.0,13
134.0,40
135.0,36
136.0,33
137.0,67
138.0,94
139.0,88
140.0,77
141.0,70
142.0,51
143.0,15
144.0,-25
145.0,-39
146.0,-37
147.0,-50
148.0,-70
149.0,-82
150.0,-97
151.0,-111
152.0,-119
153.0,-135
154.0,-146
155.0,-141
156.0,-140
157.0,-141
158.0,-140
159.0,-142
160.0,-139
161.0,-123
162.0,-117
163.0,-126
164.0,-124
165.0,-102
166.0,-79
167.0,-57
168.0,-27
169.0,12
170.0,65
171.0,105
172.0,120
173.0,135
174.0,149
175.0,150
176.0,142
177.0,124
178.0,108
179.0,103
180.0,100
181.0,99
182.0,101
183.0,99
184.0,90
185.0,75
186.0,56
187.0,31
188.0,13
189.0,-1
190.0,-19
191.0,-31
192.0,-38
193.0,-39
194.0,-31
195.0,-29
196.0,-26
197.0,-10
198.0,7
199.0,19
200.0,30
201.0,32
202.0,24
203.0,16
204.0,11
205.0,2
206.0,-5
207.0,-3
208.0,12
209.0,39
210.0,63
211.0,79
212.0,94
213.0,106
214.0,104
215.0,71
216.0,23
217.0,-4
218.0,-27
219.0,-64
220.0,-91
221.0,-90
222.0,-71
223.0,-37
224.0,-11
225.0,-11
226.0,9
227.0,61
228.0,96
229.0,92
230.0,69
231.0,44
232.0,27
233.0,13
234.0,-2
235.0,-11
236.0,-5
237.0,4
238.0,-9
239.0,-38
240.0,-44
241.0,-38
242.0,-53
243.0,-73
244.0,-87
245.0,-99
246.0,-92
247.0,-72
248.0,-61
249.0,-58
250.0,-48
251.0,-29
252.0,-9
253.0,7
254.0,15
255.0,17
256.0,24
257.0,30
258.0,18
259.0,-4
260.0,-14
261.0,-21
262.0,-29
263.0,-28
264.0,-15
265.0,4
266.0,10
267.0,9
268.0,12
269.0,6
270.0,-7
271.0,-18
272.0,-25
273.0,-24
274.0,-23
275.0,-22
276.0,-11
277.0,-1
278.0,2
279.0,14
280.0,23
281.0,24
282.0,26
283.0,18
284.0,4
285.0,-7
286.0,-20
287.0,-34
288.0,-41
289.0,-48
290.0,-59
291.0,-63
292.0,-49
293.0,-32
294.0,-26
295.0,-17
296.0,2
297.0,23
298.0,39
299.0,47
300.0,53
301.0,59
302.0,62
303.0,65
304.0,70
305.0,72
306.0,71
307.0,68
308.0,59
309.0,45
310.0,31
311.0,10
312.0,-11
313.0,-18
314.0,-28
315.0,-56
316.0,-82
317.0,-262
318.0,-605
319.0,-737
320.0,-818
321.0,-1008
322.0,-566
323.0,271
324.0,447
325.0,454
326.0,907
327.0,1256
328.0,1436
329.0,1701
330.0,1654
331.0,1022
332.0,182
333.0,-443
334.0,-799
335.0,-934
336.0,-880
337.0,-781
338.0,-714
339.0,-607
340.0,-477
341.0,-378
342.0,-277
343.0,-207
344.0,-197
