t,az
2.70,-52
4.68,-56
6.65,-60
8.63,-80
10.60,-72
12.60,-50
14.58,-58
16.55,-64
18.53,-78
20.50,-84
22.50,-104
24.48,-102
26.45,-96
28.43,-90
30.40,-106
32.40,-116
34.38,-132
36.35,-132
38.33,-144
40.30,-140
42.30,-134
44.28,-136
46.25,-136
48.23,-130
50.20,-144
52.10,-152
54.08,-136
56.05,-140
58.03,-120
60.00,-116
62.00,-106
63.98,-110
65.95,-134
67.93,-136
69.90,-134
71.90,-122
73.88,-112
75.85,-118
77.83,-140
79.80,-148
81.80,-124
83.78,-114
85.75,-140
87.73,-150
89.70,-164
91.70,-194
93.68,-222
95.65,-220
97.63,-208
99.60,-206
101.60,-200
103.58,-208
105.55,-196
107.53,-188
109.50,-198
111.50,-198
113.48,-210
115.45,-204
117.43,-196
119.40,-190
121.30,-190
123.28,-188
125.25,-170
127.23,-144
129.20,-104
131.20,-58
133.18,-32
135.15,-8
137.13,32
139.10,46
141.10,62
143.08,54
145.05,52
147.03,18
149.00,-22
151.00,-110
152.98,-110
154.95,-150
156.93,-170
158.90,-172
160.90,-172
162.88,-176
164.85,-176
166.83,-210
168.80,-210
170.80,-242
172.78,-242
174.75,-296
176.73,-310
178.70,-308
180.70,-314
182.68,-320
184.65,-316
186.63,-292
188.60,-242
190.50,-182
192.48,-114
194.45,-70
196.43,-4
198.40,56
200.40,118
202.38,150
204.35,190
206.33,212
208.30,234
210.30,240
212.28,226
214.25,220
216.23,220
218.20,182
220.20,142
222.18,76
224.15,20
226.13,-52
228.10,-102
230.10,-144
232.08,-186
234.05,-220
236.03,-228
238.00,-250
240.00,-266
241.98,-308
243.95,-336
245.93,-334
247.90,-318
249.90,-334
251.88,-324
253.85,-316
255.83,-318
257.80,-314
259.70,-294
261.68,-268
263.65,-246
265.63,-210
267.60,-184
269.60,-182
271.58,-166
273.55,-148
275.53,-164
277.50,-144
279.50,-106
281.48,-114
283.45,-122
285.43,-126
287.40,-120
289.40,-108
291.38,-108
293.35,-94
295.33,-78
297.30,-62
299.30,-52
301.28,-42
303.25,-34
305.23,-22
307.20,16
309.20,32
311.18,44
313.15,44
315.13,52
317.10,46
319.00,28
321.00,10
323.00,8
325.00,16
327.00,28
328.90,42
330.88,22
332.85,2
334.83,-4
336.80,-50
338.80,-66
340.78,-84
342.75,-128
344.73,-144
346.70,-136
348.70,-132
350.68,-110
352.65,-134
354.63,-128
356.60,-110
358.60,-136
360.58,-152
362.55,-132
364.53,-128
366.50,-134
368.50,-126
370.48,-138
372.45,-132
374.43,-98
376.40,-118
378.40,-114
380.38,-148
382.35,-166
384.33,-180
386.30,-190
388.30,-184
390.28,-176
392.25,-160
394.23,-164
396.20,-178
398.10,-194
400.08,-198
402.05,-190
404.03,-180
406.00,-162
408.00,-166
409.98,-170
411.95,-178
413.93,-194
415.90,-214
417.90,-192
419.88,-170
421.85,-154
423.83,-146
425.80,-132
427.80,-154
429.78,-158
431.75,-152
433.73,-138
435.70,-140
437.70,-118
439.68,-140
441.65,-158
443.63,-152
445.60,-152
447.60,-130
449.58,-130
451.55,-148
453.53,-148
455.50,-102
457.40,-102
459.40,-98
461.40,-98
463.40,-88
465.40,-84
467.30,-88
469.28,-72
471.25,-80
473.23,-58
475.20,-58
477.20,-78
479.18,-86
481.15,-88
483.13,-80
485.10,-80
487.10,-78
489.08,-90
491.05,-98
493.03,-104
495.00,-98
497.00,-108
498.98,-120
500.95,-142
502.93,-142
504.90,-148
506.90,-146
508.88,-138
510.85,-110
512.83,-110
514.80,-114
516.80,-126
518.78,-128
520.75,-108
522.73,-98
524.70,-102
526.60,-94
528.60,-66
530.60,-36
532.60,-4
534.60,26
536.50,30
538.48,0
540.45,20
542.43,30
544.40,30
546.40,32
548.38,14
550.35,16
552.33,4
554.30,-20
556.30,-38
558.28,-52
560.25,-72
562.23,-64
564.20,-64
566.20,-68
568.18,-84
570.15,-68
572.13,-56
574.10,-62
576.10,-60
578.08,-26
580.05,-34
582.03,-54
584.00,-34
586.00,-48
587.98,-62
589.95,-96
591.93,-98
593.90,-104
595.80,-106
597.80,-86
599.80,-78
601.80,-86
603.80,-90
605.70,-140
607.68,-164
609.65,-160
611.63,-168
613.60,-174
615.60,-182
617.58,-158
619.55,-140
621.53,-126
623.50,-116
625.50,-112
627.48,-106
629.45,-108
631.43,-100
633.40,-96
635.40,-82
637.38,-58
639.35,-70
641.33,-66
643.30,-70
645.30,-78
647.28,-82
649.25,-96
651.23,-106
653.20,-92
655.20,-74
657.18,-86
659.15,-80
661.13,-92
663.10,-102
665.00,-122
667.00,-124
