t,pcg
0.0,-6
1.0,-5
2.0,-4
3.0,-4
4.0,-4
5.0,-2
6.0,-1
7.0,0
8.0,2
9.0,2
10.0,1
11.0,0
12.0,0
13.0,1
14.0,2
15.0,3
16.0,2
17.0,0
18.0,-1
19.0,-2
20.0,-4
21.0,-6
22.0,-5
23.0,-2
24.0,0
25.0,-1
26.0,-2
27.0,0
28.0,0
29.0,-1
30.0,0
31.0,0
32.0,-1
33.0,0
34.0,2
35.0,1
36.0,1
37.0,0
38.0,0
39.0,2
40.0,0
41.0,-1
42.0,3
43.0,5
44.0,4
45.0,4
46.0,4
47.0,4
48.0,3
49.0,2
50.0,-1
51.0,-3
52.0,-4
53.0,-6
54.0,-8
55.0,-5
56.0,0
57.0,11
58.0,22
59.0,17
60.0,2
61.0,3
62.0,19
63.0,32
64.0,34
65.0,20
66.0,-5
67.0,-26
68.0,-40
69.0,-46
70.0,-43
71.0,-34
72.0,-22
73.0,-11
74.0,-6
75.0,-4
76.0,1
77.0,7
78.0,10
79.0,9
80.0,6
81.0,2
82.0,-1
83.0,0
84.0,1
85.0,3
86.0,7
87.0,9
88.0,12
89.0,15
90.0,15
91.0,12
92.0,8
93.0,3
94.0,-4
95.0,-9
96.0,-11
97.0,-13
98.0,-13
99.0,-10
100.0,-9
101.0,-7
102.0,-7
103.0,-7
104.0,-6
105.0,-6
106.0,-8
107.0,-9
108.0,-9
109.0,-7
110.0,-8
111.0,-7
112.0,-4
113.0,-4
114.0,-3
115.0,-1
116.0,-1
117.0,-3
118.0,-4
119.0,-3
120.0,-1
121.0,2
122.0,4
123.0,5
124.0,7
125.0,8
126.0,7
127.0,6
128.0,6
129.0,5
130.0,3
131.0,2
132.0,1
133.0,-2
134.0,-2
135.0,-2
136.0,-2
137.0,-1
138.0,-1
139.0,0
140.0,2
141.0,4
142.0,4
143.0,4
144.0,5
145.0,5
146.0,3
147.0,1
148.0,1
149.0,2
150.0,3
151.0,3
152.0,2
153.0,1
154.0,0
155.0,-3
156.0,-4
157.0,-4
158.0,-5
159.0,-5
160.0,-5
161.0,-3
162.0,-2
163.0,-2
164.0,-3
165.0,-2
166.0,-1
167.0,-2
168.0,-2
169.0,0
170.0,-1
171.0,-1
172.0,0
173.0,1
174.0,1
175.0,2
176.0,1
177.0,0
178.0,-1
179.0,-2
180.0,-3
181.0,-5
182.0,-4
183.0,-3
184.0,-3
185.0,-3
186.0,-2
187.0,-1
188.0,-1
189.0,0
190.0,2
191.0,3
192.0,4
193.0,3
194.0,3
195.0,3
196.0,3
197.0,2
198.0,2
199.0,1
200.0,1
201.0,0
202.0,-1
203.0,-2
204.0,-2
205.0,-2
206.0,-3
207.0,-3
208.0,-4
209.0,-4
210.0,-4
211.0,-3
212.0,-3
213.0,-3
214.0,-3
215.0,-2
216.0,-1
217.0,-1
218.0,0
219.0,0
220.0,-2
221.0,-4
222.0,-4
223.0,-5
224.0,-6
225.0,-4
226.0,-3
227.0,-3
228.0,-2
229.0,-1
230.0,-1
231.0,-1
232.0,1
233.0,1
234.0,1
235.0,2
236.0,2
237.0,1
238.0,1
239.0,0
240.0,-2
241.0,-1
242.0,-1
243.0,-1
244.0,-1
245.0,0
246.0,1
247.0,2
248.0,2
249.0,2
250.0,3
251.0,3
252.0,3
253.0,3
254.0,5
255.0,6
256.0,6
257.0,4
258.0,4
259.0,4
260.0,3
261.01,1
262.02,0
263.03,-1
264.04,0
265.05,0
266.06,-1
267.07,-1
268.08,2
269.09,3
270.1,2
271.1,2
272.1,2
273.1,2
274.1,1
275.1,0
276.1,-1
277.1,-1
278.1,-1
279.1,-1
280.1,-2
281.1,-2
282.1,-2
283.1,-2
284.1,-3
285.1,-3
286.1,-3
287.1,-1
288.1,-1
289.1,-2
290.1,-3
291.1,-4
292.1,-5
293.1,-6
294.1,-6
295.1,-5
296.1,-4
297.1,-4
298.1,-5
299.1,-5
300.1,-5
301.1,-5
302.1,-5
303.1,-6
304.1,-5
305.1,-5
306.1,-5
307.1,-6
308.1,-5
309.1,-4
310.1,-4
311.1,-3
312.1,-2
313.1,-1
314.1,0
315.1,0
316.1,-1
317.1,-1
318.1,0
319.1,1
320.1,1
321.1,2
322.1,3
323.1,3
324.1,2
325.1,0
326.1,2
327.1,3
328.1,1
329.1,1
330.1,1
331.1,1
332.1,0
333.1,-1
334.1,0
335.1,1
336.1,0
337.1,0
338.1,0
339.1,1
340.1,1
341.1,1
342.1,0
343.1,1
344.1,1
345.1,1
346.1,1
347.1,1
348.1,0
349.1,-1
350.1,-1
351.1,-2
352.1,-3
353.1,-3
354.1,-1
355.1,-2
356.1,-3
357.1,-4
358.1,-4
359.1,-5
360.1,-6
361.1,-8
362.1,-9
363.1,-8
364.1,-8
365.1,-7
366.1,-5
367.1,-3
368.1,0
369.1,5
370.1,8
371.1,11
372.1,14
373.1,14
374.1,11
375.1,5
376.1,-1
377.1,-2
378.1,3
379.1,11
380.1,19
381.1,26
382.1,30
383.1,28
384.1,20
385.1,11
386.1,1
387.1,-7
388.1,-14
389.1,-19
390.1,-19
391.1,-18
392.1,-17
393.1,-17
394.1,-17
395.1,-15
396.1,-14
397.1,-15
398.1,-12
399.1,-7
400.1,-6
401.1,-8
402.1,-13
403.1,-22
404.1,-32
405.1,-37
406.1,-38
407.1,-31
408.1,-16
409.1,1
410.1,16
411.1,34
412.1,48
413.1,55
414.1,56
415.1,52
416.1,44
417.1,32
418.1,18
419.1,5
420.1,-7
421.1,-15
422.1,-21
423.1,-24
424.1,-26
425.1,-26
426.1,-26
427.1,-24
428.1,-22
429.1,-18
430.1,-12
431.1,-6
432.1,1
433.1,8
434.1,13
435.1,17
436.1,18
437.1,16
438.1,12
439.1,6
440.1,0
441.1,-5
442.1,-9
443.1,-12
444.1,-12
445.1,-11
446.1,-9
447.1,-5
448.1,0
449.1,3
450.1,5
451.1,7
452.1,6
453.1,5
454.1,4
455.1,1
456.1,-3
457.1,-5
458.1,-7
459.1,-8
460.1,-7
461.1,-6
462.1,-5
463.1,-3
464.1,0
465.1,5
466.1,10
467.1,13
468.1,14
469.1,15
470.1,14
471.1,12
472.1,9
473.1,6
474.1,3
475.1,-1
476.1,-5
477.1,-7
478.1,-10
479.1,-11
480.1,-11
481.1,-9
482.1,-8
483.1,-8
484.1,-6
485.1,-5
486.1,-4
487.1,-3
488.1,-2
489.1,-1
490.1,2
491.1,3
492.1,4
493.1,5
494.1,5
495.1,5
496.1,5
