t,az
2.10,850
4.08,826
6.05,798
8.03,762
10.00,710
11.90,652
13.90,594
15.90,516
17.90,474
19.90,408
21.80,348
23.78,312
25.75,272
27.73,258
29.70,262
31.70,304
33.68,322
35.65,338
37.63,372
39.60,398
41.60,398
43.58,422
45.55,434
47.53,456
49.50,482
51.50,550
53.48,550
55.45,580
57.43,580
59.40,624
61.40,624
63.38,604
65.35,594
67.33,572
69.30,546
71.30,522
73.28,490
75.25,490
77.23,466
79.20,474
81.10,460
83.10,450
85.10,458
87.10,482
89.10,494
91.00,506
92.98,528
94.95,522
96.93,558
98.90,614
100.90,652
102.88,680
104.85,736
106.83,778
108.80,784
110.80,810
112.78,854
114.75,876
116.73,910
118.70,908
120.70,896
122.68,896
124.65,922
126.63,932
128.60,922
130.60,954
132.58,968
134.55,960
136.53,982
138.50,978
140.50,986
142.48,980
144.45,982
146.43,992
148.40,978
150.30,974
152.30,964
154.30,986
156.30,980
158.30,984
160.20,994
162.18,990
164.15,974
166.13,960
168.10,948
170.10,942
172.08,916
174.05,898
176.03,868
178.00,820
180.00,770
181.98,720
183.95,680
185.93,666
187.90,660
189.90,638
191.88,640
193.85,668
195.83,710
197.80,736
199.80,736
201.78,756
203.75,780
205.73,800
207.70,826
209.70,846
211.68,886
213.65,892
215.63,876
217.60,866
219.50,862
221.50,868
223.50,842
225.50,844
227.50,838
229.40,842
231.38,832
233.35,790
235.33,760
237.30,732
239.30,738
241.28,780
243.25,798
245.23,834
247.20,872
249.20,902
251.18,934
253.15,972
255.13,1028
257.10,1080
259.10,1148
261.08,1258
263.05,1372
265.03,1454
267.00,1506
269.00,1536
270.98,1524
272.95,1478
274.93,1450
276.90,1392
278.90,1336
280.88,1262
282.85,1192
284.83,1102
286.80,948
288.70,808
290.70,690
292.70,624
294.70,644
296.70,778
298.60,982
300.58,1192
302.55,1334
304.53,1438
306.50,1550
308.50,1638
310.48,1662
312.45,1602
314.43,1460
316.40,1270
318.40,1012
320.38,478
322.35,478
324.33,200
326.30,-72
328.30,-290
330.28,-452
332.25,-514
334.23,-514
336.20,-232
338.20,-232
340.18,268
342.15,268
344.13,868
346.10,868
348.10,1374
350.08,1572
352.05,1752
354.03,1880
356.00,1964
357.90,2020
359.90,2022
361.90,1990
363.90,1926
365.90,1832
367.80,1746
369.78,1642
371.75,1518
373.73,1428
375.70,1362
377.70,1306
379.68,1262
381.65,1242
383.63,1252
385.60,1252
387.60,1242
389.58,1250
391.55,1272
393.53,1286
395.50,1284
397.50,1274
399.48,1250
401.45,1212
403.43,1180
405.40,1130
407.40,1096
409.38,1042
411.35,984
413.33,906
415.30,846
417.30,742
419.28,666
421.25,602
423.23,542
425.20,494
427.10,440
429.10,400
431.10,360
433.10,342
435.10,350
437.00,370
438.98,422
440.95,494
442.93,596
444.90,668
446.90,762
448.88,824
450.85,884
452.83,930
454.80,1008
456.80,1054
458.78,1096
460.75,1154
462.73,1206
464.70,1204
466.70,1188
468.68,1172
470.65,1150
472.63,1102
474.60,1040
476.60,966
478.58,888
480.55,842
482.53,848
484.50,840
486.50,836
488.48,852
490.45,872
492.43,874
494.40,924
496.30,954
498.30,966
500.30,996
502.30,1034
504.30,1096
506.20,1144
508.18,1172
510.15,1258
512.13,1282
514.10,1304
516.10,1292
518.08,1292
520.05,1278
522.03,1262
524.00,1254
526.00,1206
527.98,1152
529.95,1134
531.93,1132
533.90,1088
535.90,1044
537.88,1010
539.85,970
541.83,954
543.80,956
545.80,944
547.78,938
549.75,930
551.73,938
553.70,936
555.70,936
557.68,910
559.65,882
561.63,882
563.60,850
565.50,828
567.50,816
569.50,822
571.50,828
573.50,850
575.40,850
577.38,850
579.35,870
581.33,888
583.30,896
585.30,912
587.28,940
589.25,982
591.23,994
593.20,1026
595.20,1050
597.18,1072
599.15,1068
601.13,1100
603.10,1100
605.10,1114
607.08,1114
609.05,1094
611.03,1094
613.00,1092
615.00,1092
616.98,1054
618.95,1054
620.93,994
622.90,994
624.90,932
626.88,888
628.85,830
630.83,776
632.80,770
634.70,776
636.70,754
638.70,720
640.70,712
642.70,702
644.60,718
646.58,714
648.55,726
650.53,742
652.50,746
654.50,734
656.48,726
658.45,730
660.43,766
662.40,822
664.40,882
666.38,952
668.35,1058
670.33,1152
672.30,1228
674.30,1276
676.28,1302
678.25,1282
680.23,1262
682.20,1190
684.20,1092
686.18,996
688.15,874
690.13,756
692.10,680
694.10,656
696.08,622
698.05,548
700.03,470
702.00,430
703.90,494
705.90,704
707.90,992
709.90,1236
711.90,1408
713.80,1556
715.78,1696
717.75,1798
719.73,1824
721.70,1754
723.70,1570
725.68,1284
727.65,962
729.63,622
731.60,262
733.60,-84
735.58,-376
737.55,-610
739.53,-762
741.50,-780
743.50,-662
745.48,-444
747.45,-164
749.43,182
751.40,570
753.40,934
755.38,1274
757.35,1548
759.33,1792
761.30,1994
763.30,2118
765.28,2210
767.25,2254
769.23,2212
771.20,2120
773.10,2006
775.10,1886
777.10,1762
779.10,1630
781.10,1512
783.00,1444
784.98,1362
786.95,1292
788.93,1238
790.90,1206
792.90,1186
794.88,1148
796.85,1126
798.83,1106
800.80,1054
802.80,996
804.78,942
806.75,876
808.73,832
810.70,732
812.70,656
814.68,576
816.65,506
818.63,436
820.60,366
822.60,306
824.58,250
826.55,236
828.53,254
830.50,284
832.50,326
834.48,380
836.45,468
838.43,528
840.40,598
842.30,696
844.30,780
846.30,828
848.30,900
850.30,942
852.20,980
854.18,1010
856.15,1026
858.13,1034
860.10,1054
862.10,1060
864.08,1054
866.05,1050
868.03,1008
870.00,974
872.00,950
873.98,932
875.95,868
877.93,816
879.90,772
881.90,718
883.88,718
885.85,684
887.83,648
889.80,636
891.80,636
893.78,640
895.75,640
897.73,688
899.70,688
901.70,708
903.68,732
905.65,756
907.63,772
909.60,790
911.50,810
913.50,826
915.50,822
917.50,822
919.50,830
921.40,828
923.38,834
925.35,842
927.33,854
929.30,862
931.30,870
933.28,876
935.25,872
937.23,864
939.20,858
941.20,850
943.18,858
945.15,848
947.13,836
949.10,804
951.10,776
953.08,792
955.05,770
957.03,736
959.00,710
961.00,702
962.98,698
964.95,698
966.93,690
968.90,676
970.90,666
972.88,672
974.85,662
976.83,640
978.80,644
980.70,644
982.70,646
984.70,656
986.70,672
988.70,702
990.60,714
992.58,746
994.55,740
996.53,740
998.50,750
1000.50,784
1002.48,788
1004.45,808
1006.43,812
1008.40,794
1010.40,778
1012.38,764
1014.35,768
1016.33,754
1018.30,728
1020.30,712
1022.28,704
1024.25,696
1026.23,684
1028.20,682
1030.20,674
1032.18,654
1034.15,626
1036.13,594
1038.10,614
1040.10,616
1042.08,606
1044.05,606
1046.03,610
1048.00,622
1049.90,630
1051.88,634
1053.85,646
1055.83,660
1057.80,684
1059.80,684
1061.78,674
1063.75,662
1065.73,638
1067.70,630
1069.70,650
1071.68,678
1073.65,714
1075.63,758
1077.60,846
1079.60,926
1081.58,996
1083.55,1030
1085.53,1058
1087.50,1096
1089.50,1100
1091.48,1034
1093.45,956
1095.43,864
1097.40,726
1099.40,558
1101.38,424
1103.35,284
1105.33,124
1107.30,-36
1109.30,-234
1111.28,-362
1113.25,-320
1115.23,-146
1117.20,64
1119.10,266
1121.10,448
1123.10,662
1125.10,898
1127.10,1118
1129.00,1246
1130.98,1276
1132.95,1204
1134.93,1066
1136.90,866
1138.90,614
1140.88,306
1142.85,4
1144.83,-288
1146.80,-536
1148.80,-726
1150.78,-844
1152.75,-874
1154.73,-794
1156.70,-608
1158.70,-384
1160.68,-150
1162.65,382
1164.63,382
1166.60,630
1168.60,844
1170.58,1224
1172.55,1224
1174.53,1418
1176.50,1418
1178.50,1426
1180.48,1426
1182.45,1314
1184.43,1204
1186.40,1096
1188.30,982
1190.28,876
1192.25,786
1194.23,706
1196.20,644
1198.20,602
1200.18,578
1202.15,580
1204.13,572
1206.10,572
1208.10,600
1210.08,646
1212.05,676
1214.03,704
1216.00,732
1218.00,740
1219.98,738
1221.95,706
1223.93,660
1225.90,592
1227.90,510
1229.88,454
1231.85,368
1233.83,310
1235.80,248
1237.80,204
1239.78,166
1241.75,140
1243.73,132
1245.70,132
1247.70,142
1249.68,152
1251.65,190
1253.63,220
1255.60,254
1257.50,288
1259.50,342
1261.50,356
1263.50,352
1265.50,358
1267.40,382
1269.38,386
1271.35,392
1273.33,380
1275.30,370
1277.30,356
1279.28,324
1281.25,292
1283.23,280
1285.20,266
1287.20,218
1289.18,194
1291.15,200
1293.13,216
1295.10,192
1297.10,170
1299.08,168
1301.05,182
1303.03,164
1305.00,164
1307.00,150
1308.98,142
1310.95,166
1312.93,176
1314.90,204
1316.90,252
1318.88,298
1320.85,376
1322.83,454
1324.80,532
1326.70,560
1328.68,624
1330.65,706
1332.63,750
1334.60,784
1336.60,806
1338.58,796
1340.55,800
1342.53,792
1344.50,776
1346.50,764
1348.48,752
1350.45,726
1352.43,686
1354.40,682
1356.40,664
1358.38,650
1360.35,642
1362.33,624
1364.30,606
1366.30,588
1368.28,582
1370.25,570
1372.23,544
1374.20,520
1376.20,526
1378.18,562
1380.15,586
1382.13,604
1384.10,594
1386.10,566
1388.08,540
1390.05,516
1392.03,502
1394.00,474
1395.90,470
1397.88,454
1399.85,422
1401.83,398
1403.80,390
1405.80,396
1407.78,412
1409.75,420
1411.73,430
1413.70,434
1415.70,456
1417.68,466
1419.65,482
1421.63,484
1423.60,476
1425.60,494
1427.58,488
1429.55,476
1431.53,502
1433.50,490
1435.50,428
1437.48,364
1439.45,330
1441.43,268
1443.40,96
1445.40,96
1447.38,-104
1449.35,-104
1451.33,-280
1453.30,-280
1455.30,-394
1457.28,-394
1459.25,-454
1461.23,-480
1463.20,-472
1465.10,-460
1467.08,-424
1469.05,-386
1471.03,-330
1473.00,-264
1475.00,-192
1476.98,-114
1478.95,-20
1480.93,72
1482.90,198
1484.90,328
1486.88,468
1488.85,628
1490.83,796
1492.80,908
1494.80,998
1496.78,1052
1498.75,1094
1500.73,1110
1502.70,1092
1504.70,1038
1506.68,950
1508.65,830
1510.63,614
1512.60,360
1514.60,112
1516.58,-122
1518.55,-234
1520.53,-218
1522.50,-104
1524.50,82
1526.48,264
1528.45,452
1530.43,666
1532.40,906
1534.30,1116
1536.28,1286
1538.25,1360
1540.23,1348
1542.20,1270
1544.20,1098
1546.18,884
1548.15,662
1550.13,440
1552.10,208
1554.10,-48
1556.08,-260
1558.05,-426
1560.03,-532
1562.00,-578
1564.00,-582
1565.98,-528
1567.95,-464
1569.93,-396
1571.90,-330
1573.90,-256
1575.88,-172
1577.85,-90
1579.83,18
1581.80,130
1583.80,232
1585.78,302
1587.75,388
1589.73,444
1591.70,480
1593.70,514
1595.68,498
1597.65,460
1599.63,448
1601.60,402
1603.50,362
1605.48,328
1607.45,274
1609.43,230
1611.40,176
1613.40,112
1615.38,72
1617.35,62
1619.33,84
1621.30,102
1623.30,150
1625.28,228
1627.25,308
1629.23,370
1631.20,424
1633.20,450
1635.18,476
1637.15,508
1639.13,540
1641.10,550
1643.10,558
1645.08,546
1647.05,514
1649.03,482
1651.00,422
1653.00,362
1654.98,276
1656.95,226
1658.93,198
1660.90,160
1662.90,136
1664.88,122
1666.85,134
1668.83,126
1670.80,116
1672.70,124
1674.68,106
1676.65,92
1678.63,82
1680.60,88
1682.60,86
1684.58,68
1686.55,84
1688.53,90
1690.50,86
1692.50,94
1694.48,92
1696.45,66
1698.43,56
1700.40,28
1702.40,10
1704.38,22
1706.35,-2
1708.33,-30
1710.30,-26
1712.30,-94
1714.28,-94
1716.25,-126
1718.23,-138
1720.20,-152
1722.20,-152
1724.18,-134
1726.15,-134
1728.13,-46
1730.10,-46
1732.10,0
1734.08,46
1736.05,84
1738.03,110
1740.00,128
1741.90,130
1743.88,140
1745.85,148
1747.83,112
1749.80,84
1751.80,44
1753.78,26
1755.75,14
1757.73,-14
1759.70,-32
1761.70,-60
1763.68,-98
1765.65,-126
1767.63,-150
1769.60,-176
1771.60,-184
1773.58,-212
1775.55,-208
1777.53,-172
1779.50,-126
1781.50,-112
1783.48,-108
1785.45,-64
1787.43,-14
1789.40,14
1791.40,62
1793.38,116
1795.35,126
1797.33,136
1799.30,152
1801.30,174
1803.28,180
1805.25,206
1807.23,204
1809.20,192
1811.10,196
1813.08,172
1815.05,154
1817.03,138
1819.00,116
1821.00,94
1822.98,88
1824.95,124
1826.93,122
1828.90,138
1830.90,168
1832.88,164
1834.85,164
1836.83,180
1838.80,198
1840.80,220
1842.78,228
1844.75,230
1846.73,196
1848.70,170
1850.70,188
1852.68,180
1854.65,154
1856.63,124
1858.60,118
1860.60,104
1862.58,92
1864.55,88
1866.53,78
1868.50,86
1870.50,104
1872.48,114
1874.45,98
1876.43,64
1878.40,42
1880.30,-2
1882.28,-58
1884.25,-88
1886.23,-114
1888.20,-130
1890.20,-152
1892.18,-160
1894.15,-120
1896.13,-96
1898.10,-56
1900.10,10
1902.08,70
1904.05,118
1906.03,132
1908.00,100
1910.00,48
1911.98,8
1913.95,-68
1915.93,-176
1917.90,-306
1919.90,-398
1921.88,-482
1923.85,-572
1925.83,-670
1927.80,-736
1929.80,-794
1931.78,-840
1933.75,-756
1935.73,-568
1937.70,-348
1939.70,-214
1941.68,-130
1943.65,-70
1945.63,-4
1947.60,68
1949.50,128
1951.48,174
1953.45,202
1955.43,188
1957.40,120
1959.40,8
1961.38,-102
1963.35,-198
1965.33,-254
1967.30,-302
1969.30,-304
1971.28,-332
1973.25,-344
1975.23,-338
1977.20,-352
1979.20,-346
1981.18,-298
1983.15,-258
1985.13,-228
1987.10,-218
1989.10,-190
1991.08,-162
1993.05,-84
1995.03,-84
1997.00,-36
1999.00,18
2000.98,76
2002.95,102
2004.93,136
2006.90,136
2008.90,128
2010.88,128
2012.85,82
2014.83,82
2016.80,2
2018.70,2
2020.68,-44
2022.65,-32
2024.63,-58
2026.60,-76
2028.60,-86
2030.58,-110
2032.55,-122
2034.53,-144
2036.50,-180
2038.50,-186
2040.48,-178
2042.45,-166
2044.43,-170
2046.40,-186
2048.40,-206
2050.38,-204
2052.35,-204
2054.33,-244
2056.30,-274
2058.30,-290
2060.28,-288
2062.25,-300
2064.23,-320
2066.20,-338
2068.20,-332
2070.18,-302
2072.15,-284
2074.13,-288
2076.10,-282
2078.00,-266
2080.00,-254
2082.00,-232
2084.00,-220
2086.00,-228
2087.90,-214
2089.88,-210
2091.85,-204
2093.83,-212
2095.80,-236
2097.80,-248
2099.78,-234
2101.75,-252
2103.73,-256
2105.70,-278
2107.70,-302
2109.68,-284
2111.65,-274
2113.63,-278
2115.60,-290
2117.60,-284
2119.58,-296
2121.55,-324
2123.53,-364
2125.50,-364
2127.50,-348
2129.48,-318
2131.45,-290
2133.43,-278
2135.40,-274
2137.40,-250
