t,carotid_880nm,carotid_660nm,brachial_880nm,brachial_660nm
3.3,280.14,190.06,-124.08,-27.171
13.2,295.14,200.06,-123.08,-29.171
23.1,295.14,200.06,-116.08,-28.171
33.0,306.14,208.06,-110.08,-27.171
42.9,306.14,208.06,-105.08,-26.171
52.8,310.14,212.06,-97.075,-25.171
62.7,310.14,212.06,-90.075,-25.171
72.5,309.14,212.06,-85.075,-22.171
82.4,309.14,212.06,-80.075,-20.171
92.3,309.14,213.06,-77.075,-19.171
102.2,313.14,214.06,-71.075,-17.171
112.1,311.14,214.06,-68.075,-16.171
122.0,311.14,216.06,-67.075,-16.171
131.9,310.14,218.06,-67.075,-13.171
141.7,309.14,217.06,-66.075,-12.171
151.6,305.14,218.06,-67.075,-13.171
161.5,304.14,218.06,-70.075,-12.171
171.4,304.14,218.06,-70.075,-13.171
181.3,303.14,218.06,-75.075,-13.171
191.2,299.14,218.06,-79.075,-14.171
201.1,295.14,217.06,-83.075,-14.171
210.9,290.14,215.06,-88.075,-15.171
220.8,283.14,213.06,-89.075,-15.171
230.7,275.14,211.06,-91.075,-15.171
240.6,269.14,209.06,-90.075,-13.171
250.5,262.14,206.06,-92.075,-14.171
260.4,251.14,203.06,-93.075,-14.171
270.3,240.14,199.06,-94.075,-15.171
280.1,229.14,195.06,-96.075,-14.171
290.0,217.14,191.06,-98.075,-14.171
299.9,204.14,188.06,-100.08,-14.171
309.8,193.14,181.06,-102.08,-15.171
319.7,183.14,179.06,-100.08,-16.171
329.6,178.14,176.06,-105.08,-16.171
339.5,170.14,175.06,-106.08,-16.171
349.3,162.14,172.06,-104.08,-15.171
359.2,164.14,177.06,-108.08,-16.171
369.1,164.14,179.06,-107.08,-14.171
379.0,169.14,184.06,-106.08,-15.171
388.9,193.14,196.06,-105.08,-13.171
398.8,214.14,203.06,-106.08,-15.171
408.7,224.14,208.06,-113.08,-17.171
418.5,239.14,211.06,-119.08,-21.171
428.4,251.14,215.06,-122.08,-23.171
438.3,260.14,218.06,-121.08,-26.171
448.2,272.14,224.06,-118.08,-28.171
458.1,282.14,228.06,-114.08,-28.171
468.0,293.14,234.06,-104.08,-26.171
477.9,300.14,236.06,-99.075,-24.171
487.7,306.14,238.06,-91.075,-25.171
497.6,307.14,239.06,-84.075,-22.171
507.5,304.14,238.06,-77.075,-20.171
517.4,297.14,237.06,-74.075,-21.171
527.3,296.14,234.06,-69.075,-18.171
537.2,294.14,233.06,-65.075,-18.171
547.1,288.14,231.06,-62.075,-18.171
556.9,280.14,229.06,-61.075,-18.171
566.8,277.14,227.06,-58.075,-15.171
576.7,273.14,227.06,-56.075,-15.171
586.6,271.14,225.06,-59.075,-16.171
596.5,270.14,226.06,-60.075,-16.171
606.4,264.14,223.06,-63.075,-17.171
616.3,259.14,223.06,-64.075,-17.171
626.1,258.14,222.06,-67.075,-20.171
636.0,254.14,219.06,-68.075,-19.171
645.9,248.14,217.06,-71.075,-19.171
655.8,248.14,217.06,-71.075,-19.171
665.7,237.14,215.06,-72.075,-21.171
675.6,237.14,215.06,-72.075,-21.171
685.5,227.14,210.06,-74.075,-21.171
695.3,227.14,210.06,-74.075,-21.171
705.2,216.14,206.06,-76.075,-21.171
715.1,216.14,206.06,-76.075,-21.171
725.0,203.14,201.06,-76.075,-22.171
734.9,203.14,201.06,-76.075,-22.171
744.8,191.14,197.06,-80.075,-24.171
754.7,191.14,197.06,-80.075,-24.171
764.5,181.14,193.06,-80.075,-24.171
774.4,181.14,193.06,-80.075,-24.171
784.3,170.14,189.06,-87.075,-26.171
794.2,170.14,189.06,-87.075,-26.171
804.1,170.14,192.06,-91.075,-29.171
814.0,177.14,194.06,-91.075,-29.171
823.9,169.14,194.06,-91.075,-27.171
833.7,190.14,202.06,-92.075,-28.171
843.6,214.14,213.06,-89.075,-27.171
853.5,224.14,216.06,-93.075,-29.171
863.4,236.14,219.06,-100.08,-34.171
873.3,248.14,222.06,-105.08,-35.171
883.2,261.14,225.06,-107.08,-40.171
893.1,273.14,230.06,-106.08,-42.171
902.9,282.14,235.06,-101.08,-43.171
912.8,294.14,239.06,-97.075,-43.171
922.7,303.14,244.06,-89.075,-42.171
932.6,309.14,246.06,-82.075,-40.171
942.5,316.14,248.06,-77.075,-39.171
