t,az
2.20,-6276
4.18,-6290
6.15,-6304
8.13,-6304
10.10,-6286
12.10,-6298
14.08,-6302
16.05,-6292
18.03,-6312
20.00,-6294
22.00,-6296
23.98,-6292
25.95,-6274
27.93,-6232
29.90,-6210
31.90,-6198
33.88,-6202
35.85,-6190
37.83,-6182
39.80,-6182
41.80,-6184
43.78,-6200
45.75,-6222
47.73,-6204
49.70,-6216
51.70,-6196
53.68,-6158
55.65,-6144
57.63,-6128
59.60,-6138
61.60,-6160
63.58,-6156
65.55,-6136
67.53,-6128
69.50,-6106
71.40,-6116
73.38,-6092
75.35,-6102
77.33,-6100
79.30,-6082
81.30,-6080
83.28,-6084
85.25,-6098
87.23,-6100
89.20,-6110
91.20,-6150
93.18,-6166
95.15,-6148
97.13,-6144
99.10,-6130
101.10,-6124
103.08,-6092
105.05,-6074
107.03,-6080
109.00,-6076
111.00,-6076
112.98,-6058
114.95,-6068
116.93,-6052
118.90,-6052
120.90,-6046
122.88,-6048
124.85,-6072
126.83,-6078
128.80,-6090
130.80,-6106
132.78,-6136
134.75,-6146
136.73,-6150
138.70,-6126
140.60,-6104
142.58,-6046
144.55,-5972
146.53,-5924
148.50,-5904
150.50,-5904
152.48,-5960
154.45,-6074
156.43,-6218
158.40,-6350
160.40,-6454
162.38,-6534
164.35,-6608
166.33,-6668
168.30,-6694
170.30,-6636
172.28,-6554
174.25,-6438
176.23,-6214
178.20,-6214
180.20,-6112
182.18,-6070
184.15,-6058
186.13,-6058
188.10,-5954
190.10,-5954
192.08,-5768
194.05,-5768
196.03,-5532
198.00,-5532
200.00,-5220
201.98,-5080
203.95,-5008
205.93,-4966
207.90,-4990
209.80,-5078
211.78,-5168
213.75,-5280
215.73,-5402
217.70,-5582
219.70,-5800
221.68,-5978
223.65,-6116
225.63,-6258
227.60,-6402
229.60,-6510
231.58,-6574
233.55,-6616
235.53,-6654
237.50,-6668
239.50,-6654
241.48,-6626
243.45,-6564
245.43,-6502
247.40,-6432
249.40,-6338
251.38,-6268
253.35,-6188
255.33,-6082
257.30,-6008
259.30,-5918
261.28,-5840
263.25,-5802
265.23,-5768
267.20,-5762
