t,lead_I,lead_II,v3,v4
0.3,-37618,62466,-84149,-82744
2.3,-37787,62337,-82560,-81380
4.3,-37107,62864,-81113,-80169
6.3,-36443,63457,-79711,-78990
8.3,-36027,63664,-78538,-78025
10.3,-35283,64004,-77722,-77394
12.3,-34901,64481,-76864,-76699
14.3,-35439,64400,-75858,-75861
16.3,-35897,63831,-75143,-75351
18.3,-36017,63480,-74698,-75114
20.3,-36653,63419,-74190,-74743
22.3,-37118,63301,-73875,-74476
24.3,-36264,63255,-73861,-74479
26.3,-35331,63519,-73519,-74180
28.3,-35639,63784,-72873,-73576
30.3,-35775,63733,-72831,-73534
32.3,-34513,63660,-73357,-74037
34.3,-33395,63829,-73442,-74127
36.3,-33889,63833,-73010,-73735
38.3,-35067,63366,-72857,-73620
40.3,-35552,62951,-73055,-73821
42.3,-35294,63076,-73086,-73829
44.3,-34866,63365,-72926,-73665
46.3,-34587,63378,-72843,-73638
48.3,-34509,63386,-72805,-73678
50.3,-34530,63671,-72728,-73629
52.3,-34538,63885,-72720,-73583
54.3,-34597,63718,-72750,-73570
56.3,-34854,63415,-72630,-73459
58.3,-35232,63233,-72417,-73308
60.3,-35440,63097,-72358,-73324
62.3,-35304,63048,-72430,-73438
64.3,-34900,63303,-72410,-73421
66.3,-34401,63725,-72305,-73319
68.3,-33990,63947,-72252,-73294
70.3,-33829,64023,-72184,-73254
72.3,-33990,64202,-71980,-73056
74.3,-34446,64274,-71731,-72816
76.3,-35055,63921,-71595,-72717
78.3,-35513,63409,-71597,-72775
80.3,-35571,63228,-71673,-72887
82.3,-35308,63415,-71696,-72912
84.3,-35017,63708,-71541,-72750
86.3,-34879,63954,-71274,-72505
88.3,-34774,64079,-71123,-72399
90.3,-34461,64088,-71162,-72464
92.3,-34115,64132,-71171,-72465
94.3,-34264,64267,-70951,-72239
96.3,-34763,64299,-70663,-71981
98.3,-34690,64136,-70657,-72020
100.3,-33966,63998,-70938,-72309
102.3,-33784,64042,-71079,-72415
104.3,-34536,64109,-70845,-72156
106.3,-34899,64108,-70551,-71891
108.3,-34106,64250,-70508,-71914
110.3,-33486,64551,-70484,-71947
112.3,-34230,64607,-70174,-71676
114.3,-35255,64265,-69796,-71346
116.3,-35127,63929,-69702,-71330
118.3,-34524,63862,-69785,-71508
120.3,-34692,63927,-69725,-71517
122.28,-35052,64147,-69489,-71290
124.25,-34560,64574,-69252,-71043
126.23,-33834,64786,-69130,-70948
128.2,-33830,64539,-69085,-70953
130.2,-34007,64401,-68973,-70869
132.2,-33670,64749,-68719,-70640
134.2,-33478,65041,-68427,-70404
136.2,-33949,64920,-68216,-70266
138.2,-34239,64833,-68104,-70224
140.2,-33917,64954,-68095,-70280
142.2,-33934,64861,-68120,-70333
144.2,-34483,64632,-68041,-70229
146.2,-34361,64819,-67890,-70062
148.2,-33588,65264,-67799,-70005
150.2,-33542,65362,-67705,-69944
152.2,-33877,65267,-67577,-69800
154.2,-33176,65473,-67584,-69784
156.2,-32597,65690,-67606,-69809
158.2,-34192,65401,-67286,-69490
160.2,-36378,64955,-66872,-69048
162.2,-36154,64951,-66993,-69115
164.2,-34294,65232,-67496,-69544
166.2,-33504,65383,-67678,-69647
168.2,-33670,65492,-67538,-69447
170.2,-33295,65721,-67582,-69445
172.2,-32912,65864,-67764,-69570
174.2,-33483,65823,-67709,-69449
176.2,-34123,65837,-67557,-69241
178.2,-33957,65947,-67664,-69302
180.2,-33613,65864,-67980,-69581
182.2,-33478,65538,-68300,-69882
184.2,-33150,65274,-68582,-70144
186.2,-32983,65278,-68692,-70200
188.2,-33443,65504,-68560,-69987
190.2,-33645,65805,-68545,-69896
192.2,-33148,65966,-68847,-70138
194.2,-33289,65879,-68986,-70232
196.2,-34377,65718,-68766,-69978
198.2,-34612,65660,-68835,-70009
200.2,-33658,65611,-69400,-70519
202.2,-33373,65472,-69738,-70795
204.2,-34016,65348,-69661,-70663
206.2,-33956,65350,-69808,-70763
208.2,-33283,65480,-70178,-71083
210.2,-33618,65637,-70134,-70993
212.2,-34809,65656,-69785,-70612
214.2,-35203,65517,-69769,-70581
216.2,-34545,65349,-70115,-70915
218.2,-34094,65105,-70451,-71228
220.2,-34354,64759,-70677,-71427
222.2,-34500,64688,-70786,-71518
224.2,-34059,65104,-70728,-71444
226.2,-33708,65457,-70664,-71352
228.2,-33909,65255,-70794,-71444
230.2,-34054,64880,-71035,-71652
232.2,-33748,64862,-71181,-71782
234.2,-33644,65007,-71177,-71797
236.2,-34227,64878,-71106,-71762
238.2,-34994,64530,-71065,-71719
240.2,-35350,64297,-71084,-71702
242.2,-35237,64301,-71144,-71772
244.2,-34842,64488,-71215,-71912
246.2,-34506,64760,-71256,-71983
248.2,-34592,64893,-71250,-71926
250.2,-34950,64714,-71279,-71893
252.2,-35022,64467,-71388,-71981
254.2,-34663,64517,-71466,-72057
256.2,-34289,64738,-71465,-72063
258.2,-34320,64763,-71479,-72110
260.2,-34860,64600,-71483,-72140
262.2,-35527,64465,-71392,-72033
264.2,-35531,64364,-71394,-72006
266.2,-34675,64294,-71652,-72254
268.2,-34011,64382,-71833,-72428
270.2,-34458,64557,-71609,-72185
272.2,-35249,64600,-71317,-71891
274.2,-35066,64559,-71422,-72020
276.2,-34230,64587,-71727,-72349
278.2,-34218,64539,-71763,-72389
280.2,-35142,64271,-71593,-72210
282.2,-35498,64025,-71624,-72241
284.2,-34814,64066,-71864,-72505
286.2,-34427,64290,-71928,-72602
288.2,-34726,64513,-71764,-72449
290.2,-34381,64694,-71766,-72460
292.2,-33481,64721,-71983,-72719
294.2,-33968,64502,-71940,-72718
296.2,-35695,64278,-71578,-72346
298.2,-36033,64317,-71516,-72242
300.2,-34482,64437,-71956,-72667
302.2,-33543,64341,-72269,-72981
304.2,-34215,64145,-72107,-72792
306.2,-34580,64120,-71978,-72631
308.2,-33720,64241,-72223,-72882
310.2,-33485,64357,-72321,-73008
312.2,-34956,64450,-71870,-72565
314.2,-36133,64537,-71423,-72117
316.2,-35247,64572,-71597,-72311
318.2,-33833,64531,-72058,-72805
320.2,-33963,64461,-72156,-72921
322.2,-34846,64466,-71903,-72663
324.2,-34833,64587,-71695,-72439
326.2,-34344,64650,-71683,-72416
328.2,-34384,64547,-71786,-72519
330.2,-34476,64589,-71867,-72608
332.2,-34044,64934,-71836,-72586
334.2,-33876,65023,-71760,-72524
336.2,-34641,64523,-71705,-72510
338.2,-35400,64199,-71582,-72455
340.2,-35093,64720,-71395,-72329
342.2,-34526,65448,-71264,-72234
344.2,-35049,65523,-71162,-72155
346.2,-35966,65197,-71057,-72071
348.2,-35667,65167,-71090,-72109
350.2,-34634,65455,-71215,-72210
352.2,-34470,65655,-71200,-72150
354.2,-34947,65636,-71120,-72014
356.2,-34856,65572,-71181,-72027
358.2,-34387,65602,-71247,-72068
360.2,-34327,65666,-71172,-71978
362.2,-34516,65633,-71143,-71902
364.2,-34534,65540,-71241,-71927
366.2,-34376,65544,-71308,-71941
368.2,-34074,65622,-71354,-71971
370.2,-33786,65596,-71490,-72102
372.2,-33843,65463,-71625,-72239
374.2,-34183,65410,-71659,-72294
376.2,-34462,65496,-71657,-72323
378.2,-34568,65554,-71689,-72369
380.2,-34469,65426,-71808,-72474
382.2,-34220,65149,-72024,-72658
384.2,-34228,64862,-72145,-72751
386.2,-34667,64671,-72019,-72621
388.2,-35011,64592,-71868,-72486
390.2,-34930,64559,-71929,-72561
392.2,-34773,64470,-72066,-72704
394.2,-34672,64269,-72162,-72808
396.2,-34359,63956,-72381,-73041
398.2,-34182,63616,-72688,-73363
400.2,-34812,63441,-72740,-73442
402.2,-35641,63510,-72593,-73331
404.2,-35242,63561,-72753,-73506
406.2,-33954,63364,-73209,-73935
408.2,-33902,63139,-73270,-73958
410.2,-35476,63135,-72795,-73483
412.2,-36342,63164,-72583,-73314
414.2,-35372,63041,-72971,-73748
416.2,-34512,62963,-73234,-74035
418.2,-35113,63030,-72982,-73791
420.2,-35677,63041,-72836,-73634
422.2,-34968,62998,-73113,-73880
424.2,-34176,63097,-73262,-74003
426.2,-34453,63239,-73040,-73779
428.2,-34976,63227,-72916,-73662
430.2,-34710,63173,-73086,-73829
432.2,-34172,63159,-73223,-73969
434.2,-34379,63017,-73176,-73955
436.2,-35126,62817,-73097,-73922
438.2,-35381,62863,-73047,-73912
440.2,-35068,63015,-73021,-73902
442.2,-35047,62916,-73069,-73940
444.2,-35262,62798,-73166,-74015
446.2,-34869,63061,-73196,-74031
448.2,-34320,63312,-73120,-73942
450.2,-34829,63000,-72969,-73773
452.2,-35901,62573,-72756,-73565
454.2,-36087,62767,-72543,-73390
456.2,-35508,63252,-72499,-73369
458.2,-35169,63236,-72693,-73554
460.2,-35072,62816,-72949,-73817
462.2,-34972,62580,-73072,-73971
464.2,-35188,62511,-73127,-74026
466.2,-35583,62338,-73234,-74120
468.2,-35591,62270,-73277,-74209
470.2,-35365,62504,-73097,-74103
472.2,-35315,62753,-72778,-73769
474.2,-35272,62883,-72395,-73236
476.2,-35090,63156,-71771,-72375
478.2,-34828,63569,-70793,-71138
480.2,-34257,63873,-69606,-69721
482.2,-33520,64258,-68344,-68188
484.2,-33338,65057,-67147,-66458
486.2,-33527,66014,-66479,-64880
488.2,-33099,66727,-66815,-64070
490.2,-32330,67316,-68034,-64086
492.2,-32327,67953,-69675,-64522
494.2,-32787,68409,-71613,-65346
496.2,-32881,68539,-73890,-66774
498.2,-33322,68551,-76252,-68610
500.2,-34676,68617,-78479,-70611
502.2,-35583,68683,-80755,-73056
504.2,-35622,68528,-83060,-76052
506.2,-36923,67832,-84782,-78900
508.2,-39821,66521,-85704,-81088
510.2,-40988,64993,-86571,-83059
512.2,-39074,63665,-87722,-84977
514.2,-37301,62639,-88222,-85925
516.2,-37655,62047,-87370,-85381
518.2,-38112,62019,-85870,-84201
520.2,-37540,62204,-84565,-83234
522.2,-37483,62115,-83326,-82311
524.2,-38176,61929,-81881,-81171
526.2,-38067,62133,-80473,-80046
528.2,-37095,62614,-79305,-79087
530.2,-36436,62917,-78250,-78197
532.2,-36274,63035,-77201,-77351
534.2,-36286,63213,-76176,-76586
536.2,-36509,63333,-75291,-75965
538.2,-36740,63162,-74688,-75586
540.2,-36689,62832,-74276,-75331
542.2,-36526,62642,-73841,-74972
544.2,-36353,62617,-73474,-74643
546.2,-35993,62594,-73387,-74596
548.2,-35503,62553,-73411,-74654
550.2,-35155,62614,-73216,-74464
552.2,-35231,62724,-72785,-74045
554.2,-35748,62627,-72389,-73697
556.2,-35967,62337,-72304,-73672
558.2,-35405,62286,-72470,-73878
560.2,-35241,62654,-72436,-73865
562.2,-36377,62972,-72037,-73472
564.2,-37188,62868,-71816,-73235
566.2,-36149,62642,-72133,-73522
568.2,-34700,62626,-72518,-73890
570.2,-34649,62630,-72501,-73877
572.2,-35349,62497,-72254,-73642
574.2,-35516,62475,-72056,-73468
576.2,-35209,62637,-71959,-73409
578.2,-34966,62691,-71982,-73458
580.2,-34983,62581,-72058,-73537
582.2,-35252,62555,-72032,-73515
584.2,-35492,62645,-71923,-73425
586.2,-35376,62705,-71860,-73364
588.2,-35026,62783,-71834,-73325
590.1,-34814,62990,-71792,-73291
592.1,-34925,63208,-71716,-73236
594.1,-35309,63271,-71540,-73072
596.1,-35669,63199,-71308,-72880
598.1,-35598,63133,-71237,-72905
600.1,-35093,63162,-71387,-73134
602.1,-34694,63229,-71529,-73272
604.1,-34780,63226,-71491,-73195
606.1,-35040,63191,-71349,-73048
608.1,-35133,63238,-71186,-72892
610.1,-35245,63315,-70997,-72684
612.1,-35282,63295,-70887,-72568
614.1,-34752,63217,-70945,-72682
616.1,-34261,63173,-70924,-72739
618.1,-34963,63134,-70594,-72450
620.1,-36020,63110,-70304,-72161
622.1,-35652,63236,-70427,-72291
624.1,-34475,63515,-70631,-72518
626.1,-34288,63689,-70506,-72405
628.1,-34785,63594,-70244,-72143
630.1,-34805,63472,-70043,-71961
632.1,-34691,63601,-69770,-71739
634.1,-35032,63749,-69548,-71578
636.1,-35471,63516,-69588,-71675
638.1,-35620,63178,-69619,-71766
640.1,-35258,63341,-69412,-71613
642.1,-34468,63843,-69205,-71441
644.1,-34297,64013,-69032,-71287
646.1,-35229,63838,-68678,-70948
648.1,-35742,63797,-68406,-70696
650.1,-34874,63871,-68550,-70889
652.1,-34080,63767,-68722,-71153
654.1,-34394,63660,-68461,-70984
656.1,-34793,63819,-68030,-70604
658.1,-34642,64045,-67828,-70425
660.1,-34558,64082,-67761,-70384
662.1,-34630,64056,-67647,-70297
664.1,-34443,64147,-67551,-70218
