t,carotid_880nm,carotid_660nm,brachial_880nm,brachial_660nm
3.9,204.73,-15.829,-288.61,-92.974
13.7,187.73,-19.829,-292.61,-94.974
23.6,187.73,-19.829,-294.61,-95.974
33.5,169.73,-22.829,-294.61,-94.974
43.4,169.73,-22.829,-290.61,-93.974
53.3,155.73,-26.829,-284.61,-90.974
63.2,155.73,-26.829,-279.61,-86.974
73.1,139.73,-31.829,-273.61,-82.974
82.9,139.73,-31.829,-269.61,-79.974
92.8,124.73,-32.829,-267.61,-78.974
102.7,124.73,-32.829,-269.61,-77.974
112.6,112.73,-33.829,-266.61,-76.974
122.5,112.73,-33.829,-263.61,-72.974
132.4,108.73,-34.829,-264.61,-73.974
142.3,112.73,-33.829,-262.61,-74.974
152.1,116.73,-30.829,-261.61,-74.974
162.0,122.73,-28.829,-255.61,-74.974
171.9,129.73,-26.829,-248.61,-72.974
181.8,136.73,-22.829,-239.61,-69.974
191.7,142.73,-20.829,-228.61,-67.974
201.6,144.73,-16.829,-221.61,-63.974
211.5,143.73,-16.829,-215.61,-61.974
221.3,142.73,-16.829,-205.61,-58.974
231.2,139.73,-16.829,-199.61,-55.974
241.1,133.73,-20.829,-191.61,-52.974
251.0,127.73,-22.829,-187.61,-50.974
260.9,122.73,-24.829,-178.61,-46.974
270.8,115.73,-26.829,-170.61,-41.974
280.7,110.73,-27.829,-165.61,-38.974
290.5,105.73,-29.829,-164.61,-37.974
300.4,104.73,-30.829,-167.61,-38.974
310.3,102.73,-28.829,-166.61,-36.974
320.2,99.728,-30.829,-166.61,-36.974
330.1,98.728,-27.829,-168.61,-38.974
340.0,94.728,-28.829,-171.61,-40.974
349.9,92.728,-27.829,-173.61,-39.974
359.7,88.728,-28.829,-175.61,-41.974
369.6,85.728,-27.829,-174.61,-40.974
379.5,81.728,-28.829,-176.61,-39.974
389.4,76.728,-28.829,-180.61,-41.974
399.3,73.728,-30.829,-183.61,-41.974
409.2,69.728,-32.829,-185.61,-42.974
419.1,64.728,-34.829,-187.61,-43.974
428.9,59.728,-35.829,-189.61,-42.974
438.8,56.728,-37.829,-193.61,-44.974
448.7,53.728,-39.829,-194.61,-42.974
458.6,48.728,-40.829,-196.61,-42.974
468.5,46.728,-41.829,-198.61,-42.974
478.4,42.728,-42.829,-202.61,-42.974
488.3,37.728,-43.829,-202.61,-42.974
498.1,33.728,-45.829,-204.61,-43.974
508.0,29.728,-46.829,-207.61,-42.974
517.9,25.728,-46.829,-209.61,-43.974
527.8,20.728,-48.829,-213.61,-42.974
537.7,15.728,-50.829,-217.61,-43.974
547.6,12.728,-50.829,-220.61,-44.974
557.5,9.7277,-51.829,-221.61,-42.974
567.3,4.7277,-52.829,-220.61,-39.974
577.2,0.72766,-52.829,-219.61,-37.974
587.1,-3.2723,-53.829,-221.61,-37.974
597.0,-7.2723,-53.829,-224.61,-36.974
606.9,-10.272,-51.829,-226.61,-36.974
616.8,-15.272,-52.829,-226.61,-35.974
626.6,-15.272,-52.829,-225.61,-33.974
636.5,-9.2723,-51.829,-230.61,-35.974
646.4,-3.2723,-48.829,-231.61,-36.974
656.3,6.7277,-46.829,-231.61,-36.974
666.2,18.728,-43.829,-228.61,-38.974
676.1,29.728,-41.829,-228.61,-38.974
686.0,39.728,-39.829,-217.61,-37.974
695.9,47.728,-35.829,-217.61,-37.974
705.7,55.728,-33.829,-212.61,-35.974
715.6,55.728,-33.829,-212.61,-35.974
725.5,63.728,-30.829,-203.61,-30.974
735.4,63.728,-30.829,-203.61,-30.974
745.3,65.728,-31.829,-205.61,-32.974
755.2,65.728,-31.829,-205.61,-32.974
765.0,67.728,-33.829,-198.61,-30.974
774.9,67.728,-33.829,-198.61,-30.974
784.8,68.728,-35.829,-192.61,-24.974
794.7,68.728,-35.829,-192.61,-24.974
804.6,75.728,-35.829,-192.61,-22.974
814.5,75.728,-35.829,-192.61,-22.974
824.4,84.728,-33.829,-196.61,-23.974
834.2,84.728,-33.829,-196.61,-23.974
844.1,96.728,-30.829,-204.61,-26.974
854.0,96.728,-30.829,-204.61,-26.974
863.9,101.73,-29.829,-210.61,-27.974
873.8,104.73,-28.829,-213.61,-30.974
883.7,107.73,-27.829,-214.61,-30.974
893.6,109.73,-26.829,-217.61,-32.974
903.4,112.73,-26.829,-221.61,-32.974
913.3,109.73,-26.829,-223.61,-31.974
923.2,108.73,-27.829,-223.61,-32.974
933.1,104.73,-28.829,-226.61,-31.974
943.0,103.73,-30.829,-225.61,-32.974
952.9,103.73,-31.829,-232.61,-33.974
962.8,100.73,-32.829,-234.61,-35.974
972.6,98.728,-33.829,-235.61,-36.974
982.5,97.728,-33.829,-239.61,-36.974
992.4,95.728,-33.829,-240.61,-34.974
1002.3,94.728,-34.829,-238.61,-34.974
1012.2,94.728,-34.829,-237.61,-33.974
1022.1,94.728,-35.829,-234.61,-32.974
1032.0,93.728,-33.829,-237.61,-31.974
1041.8,90.728,-32.829,-236.61,-31.974
1051.7,90.728,-32.829,-236.61,-30.974
1061.6,87.728,-32.829,-238.61,-31.974
1071.5,85.728,-33.829,-241.61,-31.974
1081.4,83.728,-33.829,-240.61,-31.974
1091.3,82.728,-36.829,-241.61,-33.974
1101.2,82.728,-36.829,-243.61,-33.974
1111.0,79.728,-36.829,-247.61,-36.974
1120.9,80.728,-36.829,-250.61,-36.974
1130.8,82.728,-35.829,-252.61,-37.974
1140.7,89.728,-35.829,-254.61,-39.974
1150.6,99.728,-33.829,-257.61,-41.974
1160.5,112.73,-28.829,-255.61,-43.974
1170.4,125.73,-24.829,-254.61,-44.974
1180.2,140.73,-18.829,-249.61,-45.974
1190.1,153.73,-14.829,-244.61,-43.974
1200.0,164.73,-10.829,-238.61,-42.974
1209.9,171.73,-8.8287,-234.61,-39.974
1219.8,177.73,-6.8287,-230.61,-38.974
1229.7,181.73,-5.8287,-226.61,-36.974
1239.6,186.73,-6.8287,-224.61,-36.974
1249.4,188.73,-7.8287,-224.61,-38.974
1259.3,190.73,-9.8287,-226.61,-38.974
1269.2,192.73,-12.829,-228.61,-40.974
1279.1,192.73,-15.829,-230.61,-40.974
1289.0,193.73,-17.829,-233.61,-42.974
1298.9,196.73,-20.829,-236.61,-43.974
1308.8,202.73,-21.829,-240.61,-46.974
1318.6,207.73,-20.829,-245.61,-48.974
1328.5,211.73,-22.829,-252.61,-50.974
1338.4,217.73,-22.829,-255.61,-53.974
1348.3,223.73,-21.829,-257.61,-54.974
1358.2,229.73,-20.829,-259.61,-56.974
1368.1,236.73,-20.829,-259.61,-58.974
1378.0,240.73,-19.829,-264.61,-60.974
1387.8,243.73,-19.829,-269.61,-63.974
1397.7,246.73,-21.829,-273.61,-66.974
1407.6,249.73,-21.829,-280.61,-70.974
1417.5,251.73,-21.829,-286.61,-73.974
1427.4,251.73,-24.829,-290.61,-77.974
