t,az
2.80,5108
4.78,5110
6.75,5082
8.73,5040
10.70,4998
12.70,4956
14.68,4932
16.65,4916
18.63,4896
20.60,4860
22.60,4852
24.58,4842
26.55,4808
28.53,4766
30.50,4738
32.50,4722
34.48,4726
36.45,4758
38.43,4786
40.40,4830
42.40,4866
44.38,4886
46.35,4902
48.33,4928
50.30,4960
52.30,4988
54.28,4988
56.25,4972
58.23,4972
60.20,4986
62.10,4980
64.10,4938
66.10,4916
68.10,4926
70.10,4926
72.00,4986
73.98,4986
75.95,5006
77.93,5006
79.90,5036
81.90,5070
83.88,5082
85.85,5100
87.83,5112
89.80,5128
91.80,5130
93.78,5130
95.75,5108
97.73,5074
99.70,5034
101.70,4992
103.68,4946
105.65,4916
107.63,4884
109.60,4870
111.60,4824
113.58,4778
115.55,4776
117.53,4788
119.50,4796
121.50,4786
123.48,4788
125.45,4794
127.43,4796
129.40,4816
131.30,4816
133.30,4818
135.30,4832
137.30,4820
139.30,4856
141.20,4860
143.18,4884
145.15,4910
147.13,4916
149.10,4906
151.10,4916
153.08,4934
155.05,4950
157.03,4992
159.00,5010
161.00,5022
162.98,4996
164.95,4992
166.93,5000
168.90,5000
170.90,5018
172.88,5030
174.85,5044
176.83,5026
178.80,5020
180.80,5012
182.78,5022
184.75,5010
186.73,5010
188.70,5016
190.70,4998
192.68,5008
194.65,5008
196.63,5006
198.60,4998
200.50,4980
202.48,4986
204.45,4984
206.43,4980
208.40,4992
210.40,5000
212.38,4974
214.35,4976
216.33,4958
218.30,4962
220.30,4980
222.28,4976
224.25,4958
226.23,4940
228.20,4934
230.20,4950
232.18,4932
234.15,4920
236.13,4928
238.10,4940
240.10,4932
242.08,4978
244.05,4988
246.03,4956
248.00,4950
250.00,4968
251.98,4976
253.95,4972
255.93,4954
257.90,4966
259.90,4982
261.88,4982
263.85,4974
265.83,4988
267.80,4972
269.70,4982
271.70,4984
273.70,4960
275.70,4948
277.70,4926
279.60,4922
281.58,4928
283.55,4928
285.53,4908
287.50,4906
289.50,4908
291.48,4906
293.45,4908
295.43,4916
297.40,4912
299.40,4904
301.38,4926
303.35,4936
305.33,4918
307.30,4932
309.30,4946
311.28,4948
313.25,4954
315.23,4968
317.20,4952
319.20,4960
321.18,4970
323.15,4964
325.13,4926
327.10,4926
329.10,4906
331.08,4880
333.05,4856
335.03,4870
337.00,4878
338.90,4878
340.88,4900
342.85,4900
344.83,4966
346.80,4966
348.80,4968
350.78,4964
352.75,4958
354.73,4962
356.70,4956
358.70,4946
360.68,4948
362.65,4942
364.63,4958
366.60,4976
368.60,4980
370.58,4950
372.55,4950
374.53,4946
376.50,4952
378.50,4946
380.48,4928
382.45,4928
384.43,4934
386.40,4936
388.40,4926
390.38,4932
392.35,4944
394.33,4940
396.30,4928
398.30,4950
400.28,4936
402.25,4946
404.23,4956
406.20,4984
408.10,5008
410.10,5026
412.10,5004
414.10,5014
416.10,5004
418.00,4970
419.98,4972
421.95,4966
423.93,4946
425.90,4918
427.90,4912
429.88,4914
431.85,4900
433.83,4890
435.80,4898
437.80,4900
439.78,4912
441.75,4906
443.73,4900
445.70,4880
447.70,4872
449.68,4876
451.65,4872
453.63,4874
455.60,4882
457.60,4894
459.58,4880
461.55,4858
463.53,4838
465.50,4822
467.50,4832
469.48,4840
471.45,4838
473.43,4826
475.40,4846
477.30,4882
479.28,4884
481.25,4900
483.23,4938
485.20,4948
487.20,4930
489.18,4920
491.15,4888
493.13,4878
495.10,4878
497.10,4906
499.08,4912
501.05,4910
503.03,4902
505.00,4900
507.00,4900
508.98,4898
510.95,4900
512.93,4910
514.90,4946
516.90,4978
518.88,4994
520.85,5016
522.83,5030
524.80,5026
526.80,5026
528.78,5034
530.75,5036
532.73,5016
534.70,5020
536.70,5040
538.68,5032
540.65,5038
542.63,5034
544.60,5020
546.50,4972
548.48,4936
550.45,4904
552.43,4874
554.40,4834
556.40,4798
558.38,4774
560.35,4734
562.33,4676
564.30,4660
566.30,4670
568.28,4688
570.25,4734
572.23,4770
574.20,4808
576.20,4848
578.18,4874
580.15,4876
582.13,4880
584.10,4894
586.10,4916
588.08,4940
590.05,4922
592.03,4926
594.00,4900
596.00,4884
597.98,4900
599.95,4900
601.93,4910
603.90,4890
605.90,4862
607.88,4862
609.85,4916
611.83,4916
613.80,4942
615.70,4942
617.68,4984
619.65,4984
621.63,5022
623.60,5060
625.60,5050
627.58,5050
629.55,5022
631.53,5002
633.50,4978
635.50,4958
637.48,4932
639.45,4904
641.43,4892
643.40,4874
645.40,4834
647.38,4798
649.35,4798
651.33,4784
653.30,4780
655.30,4774
657.28,4754
659.25,4740
661.23,4744
663.20,4762
665.20,4758
667.18,4762
669.15,4756
671.13,4748
673.10,4764
675.10,4772
677.08,4788
679.05,4804
681.03,4808
683.00,4790
684.90,4788
686.88,4828
688.85,4852
690.83,4878
692.80,4882
694.80,4902
696.78,4914
698.75,4930
700.73,4944
702.70,4958
704.70,4982
706.68,4974
708.65,4968
710.63,4986
712.60,5002
714.60,5018
716.58,5014
718.55,4994
720.53,4984
722.50,4994
724.50,5006
726.48,5006
728.45,5014
730.43,4994
732.40,4966
734.40,4970
736.38,4976
738.35,4952
740.33,4920
742.30,4892
744.30,4896
746.28,4914
748.25,4906
750.23,4894
752.20,4866
754.10,4852
756.08,4828
758.05,4820
760.03,4810
762.00,4800
764.00,4772
765.98,4768
767.95,4758
769.93,4764
771.90,4756
773.90,4762
775.88,4786
777.85,4816
779.83,4828
781.80,4828
783.80,4826
785.78,4846
787.75,4870
789.73,4876
791.70,4894
793.70,4902
795.68,4904
797.65,4912
799.63,4916
801.60,4902
803.60,4892
805.58,4890
807.55,4882
809.53,4848
811.50,4830
813.50,4830
815.48,4804
817.45,4786
819.43,4774
821.40,4788
823.30,4798
825.28,4802
827.25,4822
829.23,4808
831.20,4822
833.20,4808
835.18,4820
837.15,4832
839.13,4832
841.10,4838
843.10,4826
845.08,4818
847.05,4826
849.03,4848
851.00,4838
853.00,4814
854.98,4782
856.95,4766
858.93,4754
860.90,4772
862.90,4778
864.88,4786
866.85,4780
868.83,4780
870.80,4780
872.80,4772
874.78,4798
876.75,4798
878.73,4834
880.70,4834
