t,lead_I,lead_II,v3,v4
0.1,-23450,9676,15727,-1239
2.1,-23290,10278,16344,-276
4.1,-23603,10429,17257,1232
6.1,-23109,10639,17648,2320
8.1,-21450,11461,17292,2545
10.1,-20313,12454,17269,3140
12.1,-20104,13112,17771,4454
14.1,-19667,13486,17694,5123
16.1,-18886,13599,16629,4437
18.1,-18480,13264,15281,3188
20.1,-18721,12353,14177,2015
22.1,-19843,10876,13244,670
24.1,-21709,9225,12251,-1144
26.1,-23207,8103,11125,-3202
28.1,-23854,7657,10133,-4949
30.1,-24568,7306,9611,-6024
32.1,-25622,6767,9409,-6591
34.1,-26048,6330,9140,-7033
36.1,-25604,6094,8811,-7435
38.1,-25150,5939,8705,-7631
40.1,-25268,5974,8975,-7458
42.1,-25902,6238,9650,-6824
44.1,-26559,6487,10571,-5887
46.1,-26497,6742,11420,-5029
48.1,-25727,7264,12149,-4342
50.1,-25276,7799,12962,-3620
52.1,-25546,7818,13748,-2955
54.1,-25644,7520,14120,-2702
56.1,-25020,7613,14010,-2885
58.1,-24341,8149,13745,-3175
60.1,-24311,8498,13700,-3244
62.1,-24715,8394,14034,-2959
64.1,-24889,8226,14496,-2546
66.1,-24588,8300,14676,-2406
68.1,-24317,8427,14669,-2439
70.1,-24648,8362,14939,-2136
72.1,-25239,8209,15369,-1607
74.1,-25240,8232,15348,-1577
76.1,-24673,8466,14869,-2126
78.1,-24306,8708,14526,-2583
80.1,-24283,8815,14482,-2698
82.1,-24291,8848,14520,-2678
84.1,-24576,8876,14785,-2375
86.1,-25175,8842,15314,-1746
88.1,-25116,8719,15530,-1449
90.1,-24100,8621,15190,-1815
92.1,-23455,8627,14879,-2213
94.1,-23929,8663,14919,-2218
96.1,-24564,8659,14987,-2155
98.1,-24671,8666,14952,-2217
100.1,-24685,8773,14953,-2262
102.1,-24844,8952,14987,-2240
104.1,-25039,9026,15172,-2017
106.1,-25337,8875,15581,-1580
108.1,-25461,8666,15721,-1455
110.1,-25034,8625,15336,-1836
112.1,-24518,8687,15093,-2015
114.1,-24443,8705,15356,-1723
116.1,-24481,8722,15488,-1702
118.1,-24382,8752,15162,-2206
120.1,-24417,8702,14906,-2541
122.1,-24542,8636,15024,-2373
124.1,-24564,8598,15275,-2035
126.1,-24589,8451,15450,-1789
128.1,-24472,8391,15462,-1733
130.1,-24094,8849,15357,-1839
132.1,-24103,9484,15433,-1800
134.1,-24817,9474,15740,-1525
136.1,-25298,8951,15829,-1459
138.1,-24912,8766,15532,-1800
140.1,-24386,9020,15263,-2115
142.1,-24448,9227,15279,-2101
144.1,-24851,9331,15419,-1908
146.1,-24981,9393,15542,-1715
148.1,-24545,9211,15634,-1602
150.1,-23856,8965,15684,-1597
152.1,-23613,9114,15736,-1587
154.1,-23935,9370,15798,-1496
156.1,-24237,9076,15791,-1429
158.1,-24303,8489,15747,-1405
160.2,-24423,8420,15770,-1321
162.2,-24571,8825,15869,-1181
164.2,-24609,9012,16047,-1023
166.2,-24696,8942,16252,-875
168.2,-24726,9107,16283,-853
170.2,-24361,9405,16165,-908
172.2,-23784,9362,16202,-802
174.2,-23336,9230,16333,-671
176.2,-22948,9576,16185,-899
178.2,-22787,10102,15879,-1281
180.2,-23318,10123,15911,-1223
182.2,-24279,9761,16327,-703
184.2,-24850,9571,16743,-213
186.2,-24797,9612,16895,-59
188.2,-24441,9683,16833,-161
190.2,-24033,9729,16813,-239
192.2,-23745,9707,16975,-121
194.2,-23621,9677,17104,20
196.2,-23459,9828,17050,10
198.2,-23198,10035,17028,-6
200.2,-23069,10000,17136,82
202.2,-23165,9904,17207,182
204.2,-23326,10089,17263,306
206.2,-23345,10392,17397,466
208.2,-23109,10534,17449,484
210.2,-22774,10578,17400,410
212.2,-22652,10548,17483,520
214.2,-22750,10369,17628,707
216.2,-22842,10253,17590,666
218.2,-22950,10393,17501,530
220.2,-23193,10533,17578,582
222.2,-23422,10472,17700,737
224.2,-23427,10412,17723,802
226.2,-23236,10443,17711,773
228.2,-23075,10398,17693,702
230.2,-23111,10338,17624,603
232.2,-23158,10428,17496,465
234.2,-22942,10500,17341,296
236.2,-22741,10362,17217,188
238.2,-23000,10140,17171,200
240.2,-23433,9907,17184,225
242.2,-23509,9667,17223,196
244.2,-23340,9755,17206,134
246.2,-23253,10300,16996,-18
248.2,-23271,10592,16729,-220
250.2,-23385,10139,16716,-276
252.2,-23505,9662,16807,-312
254.2,-23404,9812,16608,-615
256.2,-23279,9987,16325,-924
258.2,-23496,9616,16369,-853
260.2,-23769,9250,16488,-717
262.2,-23720,9360,16327,-897
264.2,-23598,9512,16138,-1112
266.2,-23553,9427,16135,-1111
268.2,-23456,9444,16142,-1075
270.2,-23616,9598,16181,-1021
272.2,-24118,9538,16314,-920
274.2,-24173,9347,16222,-1082
