t,carotid_880nm,carotid_660nm,brachial_880nm,brachial_660nm
2.7,-38.156,22.025,200.14,90.803
12.6,-38.156,22.025,197.14,90.803
22.4,-37.156,22.025,197.14,87.803
32.3,-37.156,23.025,193.14,87.803
42.2,-36.156,23.025,193.14,87.803
52.1,-37.156,23.025,188.14,85.803
62.0,-37.156,23.025,188.14,85.803
71.9,-36.156,24.025,182.14,82.803
81.8,-38.156,23.025,182.14,82.803
91.6,-35.156,23.025,184.14,82.803
101.5,-36.156,24.025,184.14,82.803
111.4,-36.156,24.025,185.14,83.803
121.3,-35.156,25.025,185.14,83.803
131.2,-34.156,24.025,184.14,81.803
141.1,-35.156,25.025,184.14,81.803
151.0,-35.156,23.025,181.14,81.803
160.8,-35.156,24.025,181.14,81.803
170.7,-36.156,23.025,184.14,83.803
180.6,-36.156,23.025,184.14,83.803
190.5,-37.156,23.025,181.14,82.803
200.4,-38.156,23.025,181.14,82.803
210.3,-39.156,23.025,179.14,80.803
220.2,-40.156,23.025,179.14,80.803
230.0,-42.156,23.025,176.14,80.803
239.9,-44.156,22.025,178.14,79.803
249.8,-45.156,21.025,178.14,80.803
259.7,-47.156,20.025,178.14,81.803
269.6,-48.156,21.025,176.14,79.803
279.5,-50.156,21.025,175.14,77.803
289.4,-50.156,19.025,173.14,77.803
299.2,-52.156,19.025,171.14,77.803
309.1,-54.156,19.025,170.14,74.803
319.0,-55.156,19.025,169.14,76.803
328.9,-57.156,18.025,170.14,75.803
338.8,-59.156,17.025,168.14,75.803
348.7,-60.156,17.025,171.14,76.803
358.6,-63.156,17.025,169.14,75.803
368.4,-65.156,15.025,170.14,75.803
378.3,-67.156,16.025,171.14,75.803
388.2,-68.156,15.025,168.14,75.803
398.1,-68.156,15.025,168.14,74.803
408.0,-68.156,15.025,168.14,75.803
417.9,-73.156,14.025,166.14,74.803
427.8,-73.156,14.025,167.14,74.803
437.6,-77.156,12.025,167.14,75.803
447.5,-77.156,12.025,165.14,74.803
457.4,-80.156,11.025,164.14,73.803
467.3,-80.156,11.025,163.14,72.803
477.2,-83.156,11.025,163.14,72.803
487.1,-83.156,11.025,162.14,73.803
497.0,-86.156,10.025,165.14,72.803
506.8,-86.156,10.025,165.14,73.803
516.7,-87.156,10.025,165.14,73.803
526.6,-87.156,10.025,164.14,72.803
536.5,-83.156,13.025,164.14,72.803
546.4,-83.156,13.025,169.14,73.803
556.3,-79.156,12.025,173.14,76.803
566.2,-75.156,14.025,179.14,79.803
576.0,-70.156,15.025,187.14,83.803
585.9,-68.156,16.025,193.14,86.803
595.8,-63.156,17.025,195.14,88.803
605.7,-63.156,17.025,197.14,88.803
615.6,-61.156,18.025,196.14,89.803
625.5,-58.156,18.025,195.14,88.803
635.4,-57.156,19.025,194.14,87.803
645.2,-56.156,18.025,191.14,86.803
655.1,-55.156,19.025,188.14,86.803
665.0,-55.156,20.025,186.14,84.803
674.9,-54.156,19.025,184.14,84.803
684.8,-53.156,20.025,182.14,83.803
694.7,-53.156,19.025,180.14,82.803
704.6,-52.156,19.025,178.14,80.803
714.4,-53.156,20.025,176.14,80.803
724.3,-52.156,20.025,175.14,80.803
734.2,-54.156,20.025,173.14,79.803
744.1,-52.156,22.025,169.14,77.803
754.0,-52.156,21.025,169.14,77.803
763.9,-51.156,22.025,168.14,76.803
773.8,-51.156,22.025,166.14,75.803
783.6,-50.156,22.025,167.14,75.803
793.5,-50.156,22.025,169.14,76.803
803.4,-50.156,22.025,168.14,76.803
813.3,-50.156,22.025,168.14,76.803
823.2,-50.156,21.025,165.14,75.803
833.1,-50.156,21.025,166.14,74.803
843.0,-50.156,21.025,165.14,74.803
852.8,-51.156,22.025,165.14,74.803
862.7,-50.156,22.025,163.14,73.803
872.6,-52.156,21.025,163.14,73.803
882.5,-54.156,20.025,162.14,72.803
892.4,-54.156,21.025,162.14,72.803
902.3,-55.156,21.025,162.14,73.803
912.2,-57.156,21.025,161.14,72.803
922.0,-58.156,20.025,159.14,70.803
931.9,-58.156,20.025,159.14,71.803
941.8,-60.156,19.025,159.14,70.803
951.7,-61.156,19.025,158.14,70.803
961.6,-63.156,19.025,155.14,68.803
971.5,-63.156,18.025,155.14,69.803
981.3,-67.156,18.025,157.14,69.803
991.2,-67.156,19.025,155.14,69.803
1001.1,-68.156,18.025,154.14,69.803
1011.0,-70.156,17.025,155.14,68.803
1020.9,-72.156,17.025,156.14,69.803
1030.8,-73.156,16.025,155.14,69.803
1040.7,-75.156,15.025,156.14,69.803
1050.6,-76.156,15.025,156.14,69.803
1060.4,-79.156,14.025,155.14,68.803
1070.3,-78.156,15.025,155.14,68.803
1080.2,-80.156,15.025,156.14,69.803
1090.1,-82.156,15.025,156.14,69.803
1100.0,-84.156,14.025,156.14,68.803
1109.9,-85.156,13.025,156.14,68.803
1119.7,-88.156,13.025,155.14,67.803
1129.6,-88.156,12.025,155.14,67.803
1139.5,-88.156,12.025,153.14,67.803
1149.4,-91.156,13.025,153.14,67.803
1159.3,-91.156,13.025,154.14,68.803
1169.2,-89.156,15.025,154.14,68.803
1179.1,-89.156,15.025,159.14,71.803
1189.0,-82.156,16.025,159.14,71.803
1198.8,-82.156,16.025,171.14,76.803
1208.7,-75.156,18.025,171.14,76.803
1218.6,-75.156,18.025,186.14,83.803
1228.5,-67.156,20.025,186.14,83.803
1238.4,-67.156,20.025,192.14,86.803
1248.3,-62.156,21.025,196.14,89.803
1258.1,-62.156,21.025,198.14,88.803
