t,pcg
0.0,-9
1.0,2
2.0,8
3.0,-1
4.0,-9
5.0,-28
6.0,-52
7.0,-66
8.0,-77
9.0,-89
10.0,-80
11.0,-61
12.0,-59
13.0,-61
14.0,-61
15.0,-63
16.0,-57
17.0,-34
18.0,-6
19.0,29
20.0,45
21.0,17
22.0,-5
23.0,7
24.0,22
25.0,21
26.0,19
27.0,22
28.0,29
29.0,30
30.0,21
31.0,42
32.0,69
33.0,65
34.0,50
35.0,40
36.0,41
37.0,56
38.0,63
39.0,53
40.0,47
41.0,32
42.0,21
43.0,15
44.0,9
45.0,26
46.0,44
47.0,36
48.0,22
49.0,14
50.0,15
51.0,12
52.0,8
53.0,35
54.0,56
55.0,25
56.0,-10
57.0,-12
58.0,-7
59.0,10
60.0,32
61.0,30
62.0,33
63.0,26
64.0,-21
65.0,-18
66.0,17
67.0,-3
68.0,-4
69.0,-3
70.0,-34
71.0,-27
72.0,-23
73.0,-45
74.0,-27
75.0,-18
76.0,-53
77.0,-56
78.0,-69
79.0,-108
80.0,-84
81.0,-34
82.0,-32
83.0,-25
84.0,-6
85.0,-32
86.0,-48
87.0,-27
88.0,-1
89.0,25
90.0,37
91.0,40
92.0,39
93.0,51
94.0,70
95.0,84
96.0,87
97.0,75
98.0,57
99.0,33
100.0,26
101.01,48
102.02,54
103.03,53
104.04,71
105.05,60
106.06,32
107.07,23
108.08,0
109.09,-20
110.1,-17
111.1,-50
112.1,-63
113.1,-64
114.1,-200
115.1,-243
116.1,-41
117.1,208
118.1,310
119.1,255
120.1,183
121.1,-4
122.1,-187
123.1,-128
124.1,8
125.1,76
126.1,75
127.1,-15
128.1,-107
129.1,-120
130.1,-117
131.1,-113
132.1,-83
133.1,-57
134.1,-73
135.1,-110
136.1,-153
137.1,-170
138.1,-103
139.1,-48
140.1,-54
141.1,-59
142.1,-88
143.1,-146
144.1,-180
145.1,-187
146.1,-159
147.1,-73
148.1,17
149.1,71
150.1,121
151.1,182
152.1,201
153.1,167
154.1,130
155.1,104
156.1,104
157.1,105
158.1,80
159.1,91
160.1,116
161.1,101
162.1,94
163.1,100
164.1,84
165.1,73
166.1,71
167.1,32
168.1,3
169.1,8
170.1,-6
171.1,-18
172.1,1
173.1,30
174.1,29
175.1,12
176.1,-8
177.1,-10
178.1,21
179.1,25
180.1,-3
181.1,-15
182.1,-15
183.1,-35
184.1,-55
185.1,-56
186.1,-41
187.1,-17
188.1,-12
189.1,-22
190.1,-31
191.1,-39
192.1,-48
193.1,-51
194.1,-46
195.1,-43
196.1,-43
197.1,-54
198.1,-56
199.1,-25
200.1,-19
201.1,-42
202.1,-18
203.1,4
204.1,-15
205.1,-23
206.1,-17
207.1,-6
208.1,11
209.1,19
210.1,20
211.1,14
212.1,-20
213.1,-31
214.1,3
215.1,11
216.1,0
217.1,11
218.1,-2
219.1,-39
220.1,-30
221.1,-20
222.1,-22
223.1,-8
224.1,-6
225.1,-8
226.1,-1
227.1,1
228.1,6
229.1,42
230.1,81
231.1,80
232.1,60
233.1,41
234.1,15
235.1,-14
236.1,-31
237.1,-14
238.1,24
239.1,23
240.1,8
241.1,12
242.1,9
243.1,-4
244.1,-18
245.1,-24
246.1,-29
247.1,-11
248.1,14
249.1,5
250.1,3
251.1,25
252.1,3
253.1,-44
254.1,-50
255.1,-33
256.1,-17
257.1,8
258.1,27
259.1,20
260.1,20
261.1,27
262.1,22
263.1,8
264.1,-4
265.1,8
266.1,5
267.1,-14
268.1,-17
269.1,-14
270.1,5
271.1,25
272.1,19
273.1,18
274.1,17
275.1,-26
276.1,-50
277.1,-5
278.1,19
279.1,7
280.1,6
281.1,-7
282.1,-35
283.1,-38
284.1,-11
285.1,-4
286.1,-1
287.1,34
288.1,50
289.1,10
290.1,-15
291.1,1
292.1,-5
293.1,14
294.1,50
295.1,18
296.1,-5
297.1,8
298.1,4
299.1,3
300.1,39
301.1,79
302.1,76
303.1,47
304.1,22
305.1,1
306.1,-17
307.1,-15
308.1,-15
309.1,-35
310.1,-39
311.1,-30
312.1,-19
313.1,9
314.1,25
315.1,11
316.1,-6
317.1,-23
318.1,-26
319.1,0
320.1,16
321.1,24
322.1,62
323.1,58
324.1,-7
325.1,-30
326.1,-33
327.1,-46
328.1,-20
329.1,4
330.1,-21
331.1,-17
332.1,8
333.1,-23
334.1,-42
335.1,-33
336.1,-40
337.1,-45
338.1,-40
339.1,-34
340.1,-16
341.1,-2
342.1,-2
343.1,-7
344.1,-12
345.1,-2
346.1,-3
347.1,-16
348.1,-20
349.1,-26
350.1,-22
351.1,-4
352.1,-7
353.1,-16
354.1,-4
355.1,0
356.1,-10
357.1,-9
358.1,-2
359.1,-3
360.1,-5
361.1,12
362.1,27
363.1,26
364.1,9
365.1,-4
366.1,6
367.1,7
368.1,-1
369.1,13
370.1,16
371.1,-6
372.1,-13
373.1,-8
374.1,-7
375.1,9
376.1,25
377.1,16
378.1,7
379.1,5
380.1,-12
381.1,-34
382.1,-33
383.1,-15
384.1,-13
385.1,-29
386.1,-30
387.1,-4
388.1,5
389.1,-2
390.1,22
391.1,42
392.1,34
393.1,44
394.1,33
395.1,2
396.1,14
397.1,15
398.1,-7
399.1,8
400.1,11
401.1,-17
402.1,-18
403.1,-16
404.1,-23
405.1,-24
406.1,-38
407.1,-47
408.1,-37
409.1,-24
410.1,-22
411.1,-42
412.1,-46
413.1,-29
414.1,-37
415.1,-47
416.1,-39
417.1,-41
418.1,-37
419.1,-43
420.1,-49
421.1,-35
422.1,-61
423.1,-114
424.1,-127
425.1,-114
426.1,-111
427.1,-92
428.1,-59
429.1,-30
430.1,43
431.1,133
432.1,187
433.1,252
434.1,356
435.1,428
436.1,455
437.1,459
438.1,430
439.1,348
440.1,226
441.1,113
442.1,18
443.1,-71
444.1,-160
445.1,-225
446.1,-216
447.1,-167
448.1,-136
449.1,-109
450.1,-102
451.1,-156
452.1,-245
453.1,-353
454.1,-439
455.1,-460
456.1,-454
457.1,-416
458.1,-315
459.1,-211
460.1,-122
461.1,-44
462.1,83
463.1,254
464.1,343
465.1,460
466.1,489
467.1,450
468.1,585
469.1,508
470.1,307
471.1,294
472.1,133
473.1,-31
474.1,-45
475.1,-211
476.1,-292
477.1,-175
478.1,-213
479.1,-273
480.1,-219
481.1,-274
482.1,-369
483.1,-371
484.1,-355
485.1,-301
486.1,-176
487.1,-55
488.1,33
489.1,86
490.1,102
491.1,115
492.1,123
493.1,145
494.1,208
495.1,247
496.1,206
497.1,129
498.1,63
499.1,2
500.1,-20
501.1,37
502.1,122
503.1,159
504.1,161
505.1,147
506.1,81
507.1,-9
508.1,-75
509.1,-106
510.1,-96
511.1,-77
512.1,-79
513.1,-78
514.1,-62
515.1,-22
516.1,23
517.1,29
518.1,34
519.1,67
520.1,92
521.1,104
522.1,113
523.1,128
524.1,162
525.1,191
526.1,201
527.1,188
528.1,149
529.1,113
530.1,91
531.1,49
532.1,3
533.1,-1
534.1,6
535.1,0
536.1,34
537.1,72
538.1,45
539.1,7
540.1,-17
541.1,-61
542.1,-125
543.1,-168
544.1,-178
545.1,-176
546.1,-159
547.1,-155
548.1,-161
549.1,-160
550.1,-169
551.1,-181
552.1,-170
553.1,-123
554.1,-73
555.1,-51
556.1,-56
557.1,-45
558.1,-19
559.1,-30
560.1,-44
561.1,-20
562.1,-17
563.1,-46
564.1,-51
565.1,-33
566.1,11
567.1,64
568.1,62
569.1,34
570.1,19
571.1,2
572.1,-16
573.1,-17
574.1,6
575.1,31
576.1,53
577.1,41
578.1,-7
579.1,-11
580.1,-17
581.1,-59
582.1,-60
583.1,-37
584.1,-16
585.1,7
586.1,-1
587.1,-14
588.1,-14
589.1,-20
590.1,-40
591.1,-55
592.1,-26
593.1,-14
594.1,-44
595.1,-34
596.1,-28
597.1,-44
598.1,-11
599.1,16
600.1,7
601.1,37
602.1,91
603.1,126
604.1,135
605.1,107
606.1,96
607.1,115
608.1,116
609.1,111
610.1,126
611.1,118
612.1,82
613.1,73
614.1,68
615.1,49
616.1,39
617.1,31
618.1,28
619.1,12
620.1,-16
621.1,-13
622.1,3
623.1,12
624.1,24
625.1,12
626.1,-8
627.1,-12
628.1,-15
629.1,-27
630.1,-37
631.1,-54
632.1,-76
633.1,-83
634.1,-66
635.1,-40
636.1,-16
637.1,10
638.1,7
639.1,-12
640.1,-15
641.1,-48
642.1,-83
643.1,-56
644.1,-13
645.1,-17
646.1,-30
647.1,-14
648.1,-16
649.1,-31
650.1,-32
651.1,-9
652.1,23
653.1,41
654.1,40
655.1,9
656.1,-8
657.1,-3
658.1,-15
659.1,18
660.1,79
661.1,56
662.1,-6
663.1,-8
664.1,-8
665.1,-21
666.1,8
667.1,22
668.1,17
669.1,39
670.1,50
671.1,37
672.1,12
673.1,-48
674.1,-75
675.1,-58
676.1,-119
677.1,-86
678.1,111
679.1,237
680.1,186
681.1,84
682.1,62
683.1,-103
684.1,-237
685.1,-42
686.1,117
687.1,100
688.1,80
689.1,12
690.1,-55
691.1,-26
692.1,4
693.1,-7
694.1,0
695.1,-2
696.1,-51
697.1,-132
698.1,-180
699.1,-142
700.1,-75
701.1,-21
702.1,37
703.1,40
704.1,1
705.1,-33
706.1,-79
707.1,-70
708.1,-7
709.1,14
710.1,11
711.1,8
712.1,-26
713.1,-66
714.1,-75
715.1,-65
716.1,-37
717.1,-15
718.1,-5
719.1,27
720.1,64
721.1,69
722.1,62
723.1,72
724.1,79
725.1,88
726.1,105
727.1,76
728.1,28
729.1,15
730.1,11
731.1,-12
732.1,-47
733.1,-61
734.1,-50
735.1,-34
736.1,-16
737.1,5
738.1,10
739.1,-3
740.1,-10
741.1,-8
742.1,8
743.1,33
744.1,25
745.1,-3
746.1,-6
747.1,3
748.1,7
749.1,10
750.1,27
751.1,52
752.1,55
753.1,38
754.1,27
755.1,36
756.1,43
757.1,33
758.1,40
759.1,46
760.1,-8
761.1,-52
762.1,-50
763.1,-59
764.1,-30
765.1,13
766.1,-12
767.1,-17
768.1,7
769.1,-9
770.1,-27
771.1,-17
772.1,-11
773.1,-10
774.1,-16
775.1,-37
776.1,-42
777.1,-31
778.1,-17
779.1,-17
780.1,-39
781.1,-48
782.1,-45
783.1,-52
784.1,-41
785.1,-15
786.1,-6
787.1,1
788.1,5
789.1,-12
790.1,-22
791.1,-13
792.1,6
793.1,22
794.1,40
795.1,61
796.1,51
797.1,39
798.1,47
799.1,24
800.1,-3
801.1,1
802.1,2
803.1,7
804.1,6
805.1,-4
806.1,17
807.1,36
808.1,12
809.1,1
810.1,5
811.1,-1
812.1,16
813.1,22
814.1,1
815.1,2
816.1,18
817.1,17
818.1,10
819.1,7
820.1,6
821.1,3
822.1,-10
823.1,-32
824.1,-45
825.1,-44
826.1,-32
827.1,-20
828.1,-16
829.1,-4
830.1,0
831.1,-34
832.1,-56
833.1,-54
834.1,-73
835.1,-72
836.1,-35
837.1,-18
838.1,-10
839.1,9
840.1,23
841.1,36
842.1,39
843.1,27
844.1,33
845.1,60
846.1,53
847.1,19
848.1,4
849.1,-1
850.1,-11
851.1,-34
852.1,-47
853.1,-32
854.1,-11
855.1,6
856.1,17
857.1,25
858.1,29
859.1,4
860.1,-26
861.1,-7
862.1,23
863.1,42
864.1,62
865.1,62
866.1,48
867.1,25
868.1,-2
869.1,-6
870.1,-3
871.1,-7
872.1,-19
873.1,-34
874.1,-32
875.1,-39
876.1,-52
877.1,-38
878.1,-9
879.1,6
880.1,3
881.1,-11
882.1,-25
883.1,-10
884.1,19
885.1,19
886.1,-3
887.1,-7
888.1,3
889.1,3
890.1,-9
891.1,-16
892.1,-2
893.1,-5
894.1,-14
895.1,-6
896.1,2
897.1,27
898.1,25
899.1,6
900.1,16
901.1,2
902.1,-35
903.1,-47
904.1,-44
905.1,-46
906.1,-39
907.1,-35
908.1,-25
909.1,-5
910.1,-15
911.1,-28
912.1,-5
913.1,18
914.1,18
915.1,26
916.1,18
917.1,-2
918.1,9
919.1,18
920.1,16
921.1,8
922.1,-12
923.1,-31
924.1,-32
925.1,-28
926.1,-11
927.1,22
928.1,25
929.1,8
930.1,2
931.1,-1
932.1,-5
933.1,-9
934.1,14
935.1,51
936.1,49
937.1,23
938.1,6
939.1,4
940.1,25
941.1,40
942.1,30
943.1,20
944.1,2
945.1,-11
946.1,7
947.1,29
948.1,47
949.1,47
950.1,11
951.1,-22
952.1,-22
953.1,-13
954.1,-5
955.1,6
956.1,0
957.1,-30
958.1,-52
959.1,-43
960.1,-5
961.1,29
962.1,29
963.1,39
964.1,49
965.1,18
966.1,-6
967.1,1
968.1,-13
969.1,-41
970.1,-34
971.1,-42
972.1,-71
973.1,-49
974.1,-31
975.1,-52
976.1,-27
977.1,4
978.1,-10
979.1,-9
980.1,-1
981.1,-5
982.1,-2
983.1,-20
984.1,-60
985.1,-78
986.1,-98
987.1,-119
988.1,-88
989.1,-39
990.1,33
991.1,116
992.1,164
993.1,206
994.1,258
995.1,290
996.1,288
997.1,267
998.1,230
999.1,169
1000.1,91
1001.1,17
1002.1,-4
1003.1,-3
1004.1,-60
1005.1,-132
1006.1,-144
1007.1,-107
1008.1,-46
1009.1,19
1010.1,35
1011.1,-23
1012.1,-119
1013.1,-262
1014.1,-453
1015.1,-589
1016.1,-630
1017.1,-613
1018.1,-537
1019.1,-370
1020.1,-228
1021.1,-198
1022.1,-65
1023.1,271
1024.1,528
1025.1,576
1026.1,526
1027.1,363
1028.1,291
1029.1,390
1030.1,416
1031.1,393
1032.1,341
1033.1,171
1034.1,-81
1035.1,-333
1036.1,-500
1037.1,-549
1038.1,-486
1039.1,-346
1040.1,-162
1041.1,34
1042.1,214
1043.1,373
1044.1,473
1045.1,475
1046.1,402
1047.1,276
1048.1,90
1049.1,-93
1050.1,-198
1051.1,-265
1052.1,-308
1053.1,-274
1054.1,-180
1055.1,-97
1056.1,-8
1057.1,73
1058.1,119
1059.1,183
1060.1,239
1061.1,252
1062.1,247
1063.1,235
1064.1,195
1065.1,116
1066.1,44
1067.1,-25
1068.1,-108
1069.1,-180
1070.1,-222
1071.1,-230
1072.1,-213
1073.1,-182
1074.1,-134
1075.1,-57
1076.1,7
1077.1,61
1078.1,104
1079.1,106
1080.1,133
1081.1,173
1082.1,161
1083.1,144
1084.1,147
1085.1,119
1086.1,82
1087.1,69
1088.1,34
1089.1,-10
1090.1,-23
1091.1,-39
1092.1,-61
1093.1,-34
1094.1,8
1095.1,33
1096.1,61
1097.1,61
1098.1,53
1099.1,48
1100.1,-7
1101.1,-71
1102.1,-108
1103.1,-157
1104.1,-203
1105.1,-226
1106.1,-233
1107.1,-227
1108.1,-205
1109.1,-180
1110.1,-174
1111.1,-167
1112.1,-160
1113.1,-168
1114.1,-161
1115.1,-122
1116.1,-85
1117.1,-54
1118.1,-21
1119.1,0
1120.1,0
1121.1,-12
1122.1,2
1123.1,18
1124.1,34
1125.1,61
1126.1,56
1127.1,66
1128.1,104
1129.1,109
1130.1,105
1131.1,109
1132.1,103
1133.1,88
1134.1,42
1135.1,-8
1136.1,-23
1137.1,-24
1138.1,-32
1139.1,-41
1140.1,-31
1141.1,-11
1142.1,3
1143.1,15
1144.1,33
1145.1,38
1146.1,24
1147.1,6
1148.1,-3
1149.1,11
1150.1,16
1151.11,14
1152.12,36
1153.13,65
1154.14,69
1155.15,55
1156.16,61
1157.17,72
1158.18,74
1159.19,81
1160.2,74
1161.2,52
1162.2,38
1163.2,32
1164.2,15
1165.2,4
1166.2,17
1167.2,17
1168.2,-3
1169.2,-7
1170.2,-24
1171.2,-49
1172.2,-37
1173.2,-33
1174.2,-41
1175.2,-31
1176.2,-25
1177.2,-22
1178.2,-5
1179.2,7
1180.2,-1
1181.2,-9
1182.2,-20
1183.2,-32
1184.2,-36
1185.2,-47
1186.2,-57
1187.2,-47
1188.2,-30
1189.2,-27
1190.2,-42
1191.2,-48
1192.2,-24
1193.2,-1
1194.2,1
1195.2,13
1196.2,18
1197.2,-4
1198.2,-13
1199.2,-9
1200.2,-2
1201.2,16
1202.2,27
1203.2,19
1204.2,37
1205.2,59
1206.2,25
1207.2,18
1208.2,40
1209.2,28
1210.2,23
1211.2,22
1212.2,10
1213.2,24
1214.2,40
1215.2,39
1216.2,44
1217.2,46
1218.2,39
1219.2,27
1220.2,24
