t,lead_I,lead_II,v3,v4
0.7,10923,-12825,140817,123230
2.7,11226,-12643,141285,123728
4.7,12033,-12716,140864,123334
6.7,11595,-13019,140445,122896
8.7,9526,-12990,140943,123315
10.7,8407,-12750,141463,123781
12.7,9686,-13029,140957,123297
14.7,11304,-13670,140138,122510
16.7,11296,-13904,140003,122362
18.7,10617,-13793,140124,122451
20.7,10722,-13721,139915,122221
22.7,11137,-13487,139837,122131
24.7,10912,-13203,140127,122427
26.7,10388,-13480,140162,122486
28.7,10366,-14031,139822,122153
30.7,10757,-14046,139712,122026
32.7,10882,-13835,139868,122188
34.7,10579,-14134,139835,122203
36.7,10320,-14516,139694,122111
38.7,10319,-14316,139728,122161
40.7,10283,-13974,139732,122171
42.7,10164,-14012,139538,121988
44.7,10293,-14057,139370,121807
46.7,10639,-13792,139280,121656
48.7,10823,-13566,139139,121441
50.7,10698,-13614,139124,121401
52.7,10288,-13796,139355,121660
54.7,9743,-13974,139467,121795
56.7,9612,-13927,139261,121573
58.7,10141,-13600,139080,121371
60.7,10513,-13579,139078,121378
62.7,10101,-14101,139042,121371
64.7,9749,-14283,139020,121367
66.7,10327,-13773,139094,121439
68.7,11049,-13604,138987,121327
70.8,10738,-14040,138798,121152
72.8,9672,-14020,139058,121458
74.8,8937,-13593,139417,121876
76.8,8970,-13805,139002,121496
78.8,9588,-14218,138275,120777
80.8,10396,-13865,138378,120888
82.8,10699,-13548,138930,121442
84.8,10111,-14068,138805,121287
86.8,9399,-14378,138292,120715
88.8,9450,-13970,138259,120638
90.8,9762,-14044,138439,120808
92.8,9555,-14728,138361,120727
94.8,9497,-14573,138417,120778
96.8,10294,-13531,138765,121134
98.8,10828,-13098,138851,121228
100.8,10050,-13517,138613,120978
102.8,9193,-13730,138500,120859
104.8,9618,-13526,138396,120785
106.8,10299,-13474,138050,120470
108.8,9893,-13610,137878,120303
110.8,9154,-13698,138120,120556
112.8,9062,-13884,138281,120754
114.8,9032,-14127,138179,120688
116.8,8792,-13928,138248,120776
118.8,9267,-13241,138498,121037
120.8,10353,-12817,138468,121010
122.8,10735,-13097,138127,120655
124.8,10371,-13535,137801,120310
126.8,10336,-13534,137618,120116
128.8,10556,-13289,137575,120072
130.8,10239,-13206,137659,120165
132.8,9678,-13227,137752,120274
134.8,9623,-13159,137831,120366
136.8,9912,-13041,138020,120552
138.8,9997,-12940,138207,120717
140.8,9899,-12811,138127,120611
142.8,9989,-12629,137889,120360
144.8,10329,-12473,137825,120301
146.8,10548,-12421,137927,120420
148.8,10306,-12380,137972,120480
150.8,9771,-12242,137967,120480
152.8,9414,-12241,137995,120518
154.8,9463,-12583,137936,120491
156.8,9756,-12817,137767,120363
158.8,9951,-12527,137754,120374
160.8,9957,-12196,137954,120586
162.8,10155,-12255,138015,120651
164.8,10700,-12208,137801,120411
166.8,10998,-11810,137676,120237
168.8,10726,-11692,137851,120387
170.8,10519,-12032,138023,120573
172.8,10754,-12223,137899,120479
174.8,10877,-12129,137557,120176
176.8,10615,-12126,137220,119889
178.8,10487,-12181,137045,119745
180.8,10755,-12129,137027,119739
182.8,10962,-12209,136967,119705
184.8,10640,-12531,136778,119561
186.8,9921,-12844,136677,119480
188.8,9420,-13104,136697,119485
190.8,9574,-13414,136516,119275
192.8,10158,-13478,136138,118869
194.8,10562,-13121,136014,118729
196.8,10342,-13004,136190,118903
198.8,9593,-13668,136208,118910
200.8,8999,-14383,135959,118617
202.8,9106,-14231,135765,118373
204.8,9553,-13626,135700,118283
206.8,9683,-13470,135549,118132
208.8,9525,-13716,135302,117890
210.8,9441,-13839,135207,117794
212.8,9503,-13747,135414,118006
214.8,9632,-13644,135698,118307
216.8,9654,-13762,135662,118277
218.8,9435,-14113,135337,117943
220.8,9336,-14245,135201,117804
222.8,9700,-13979,135353,117970
224.8,9976,-13970,135396,118001
226.8,9627,-14435,135261,117819
228.8,9262,-14458,135252,117763
230.8,9472,-13697,135332,117821
232.8,9662,-13113,135295,117773
234.8,9318,-13169,135231,117700
236.8,8989,-13272,135173,117645
238.8,9008,-13271,134968,117453
240.8,8965,-13495,134773,117267
242.8,8987,-13581,134834,117310
244.8,9524,-13217,134913,117333
246.8,9923,-13185,134773,117122
248.8,9544,-13936,134657,116940
250.8,9343,-14576,134622,116829
252.8,9958,-14689,134284,116381
254.8,10321,-15054,133697,115685
256.8,10090,-15638,133460,115394
258.8,10274,-15560,133635,115564
260.8,10610,-15134,133698,115658
262.8,10306,-14921,133709,115778
264.8,10518,-13875,134268,116548
266.8,11930,-11557,135238,117785
268.8,12578,-9818,135838,118682
270.8,11594,-9537,135975,119173
272.8,10851,-9018,136278,119853
274.8,10934,-7452,136995,120891
276.8,10684,-6009,137843,122032
278.8,10657,-4907,138652,123179
280.8,11665,-3457,139465,124318
282.8,12044,-2425,140221,125290
284.8,10935,-2788,140673,125863
286.8,10442,-3638,140639,125866
288.8,11431,-3905,140354,125449
290.9,12057,-4081,140238,125038
292.9,11658,-4779,140227,124673
294.9,11162,-5881,139858,123880
296.9,10430,-7489,138969,122413
298.9,9402,-9484,137752,120593
300.9,9335,-10751,136491,118955
302.9,10110,-10825,135591,117950
304.9,10051,-10922,135178,117543
306.9,9450,-11709,134764,117125
308.9,9826,-12201,134074,116423
310.9,10378,-12088,133577,115924
312.9,9679,-12439,133487,115845
314.9,8922,-13300,133386,115748
316.9,9479,-13539,133226,115564
318.9,10123,-13206,133353,115655
320.9,9801,-13175,133556,115841
322.9,9680,-13194,133387,115671
324.9,10256,-12840,133014,115286
326.9,10232,-12814,132801,115055
328.9,9435,-13357,132738,114986
330.9,9141,-13576,132768,115011
