t,lead_I,lead_II,v3,v4
1.6,-32095,1528,24800,3038
3.6,-30329,2261,24255,2376
5.6,-30151,2581,24260,2375
7.6,-30468,2576,24513,2663
9.6,-30426,2417,24684,2856
11.6,-30745,2230,24919,3144
13.6,-31332,2163,25063,3376
15.6,-31408,2158,24868,3236
17.6,-31271,1973,24614,3004
19.6,-31248,1710,24477,2906
21.6,-30910,1720,24229,2691
23.6,-30476,1907,23949,2404
25.6,-30502,1956,23872,2298
27.6,-30633,2055,23821,2232
29.6,-30637,2327,23756,2178
31.6,-30992,2190,24003,2465
33.6,-31465,1465,24439,2944
35.6,-31398,1026,24544,3067
37.6,-31173,1361,24246,2766
39.6,-31282,1842,23802,2312
41.6,-31272,1993,23371,1850
43.6,-30973,2023,23148,1586
45.6,-30846,2020,23201,1621
47.6,-30855,1892,23287,1704
49.6,-30849,1778,23351,1758
51.6,-31210,1726,23591,1996
53.6,-31857,1533,23834,2258
55.6,-32094,1258,23767,2207
57.6,-31826,1239,23531,1982
59.6,-31422,1523,23373,1837
61.6,-30973,1777,23258,1708
63.6,-30741,1768,23191,1601
65.6,-31037,1658,23218,1613
67.6,-31388,1737,23213,1624
69.6,-31352,1956,23216,1625
71.6,-31481,1957,23486,1876
73.6,-32039,1652,23874,2263
75.6,-32167,1402,23906,2299
77.6,-31577,1426,23636,2001
79.6,-31274,1436,23561,1891
81.6,-31584,1234,23660,1981
83.6,-31535,1173,23457,1787
85.6,-30917,1503,23120,1452
87.6,-30769,1814,23318,1647
89.6,-31297,1790,23841,2164
91.6,-31542,1803,23801,2116
93.6,-31322,2056,23315,1615
95.6,-31330,2062,23269,1552
97.6,-31614,1610,23628,1893
99.6,-31777,1246,23711,1970
101.6,-31830,1345,23545,1802
103.6,-31677,1668,23454,1681
105.6,-31175,1915,23351,1529
107.6,-30946,1960,23326,1497
109.6,-31427,1773,23601,1822
111.6,-31807,1580,23806,2060
113.63,-31533,1659,23627,1864
115.65,-31408,1847,23533,1762
117.68,-31944,1807,23795,2056
119.7,-32381,1660,23876,2167
121.7,-32125,1777,23511,1796
