t,pcg
0.0,-5
1.0,-8
2.0,-6
3.0,-7
4.0,-9
5.0,-5
6.0,0
7.0,-3
8.0,-4
9.0,-2
10.0,-4
11.0,-4
12.0,-3
13.0,-4
14.0,0
15.0,7
16.0,9
17.0,6
18.0,1
19.0,-2
20.0,2
21.0,2
22.0,-4
23.0,-4
24.0,2
25.0,2
26.0,1
27.0,1
28.0,2
29.0,3
30.0,2
31.0,1
32.0,3
33.0,3
34.0,4
35.0,5
36.0,3
37.0,1
38.0,2
39.0,-2
40.0,-5
41.0,-4
42.0,-3
43.0,-3
44.0,0
45.0,2
46.0,7
47.0,10
48.0,8
49.0,6
50.0,7
51.0,9
52.0,7
53.0,6
54.0,5
55.0,3
56.0,-1
57.0,-5
58.0,-8
59.0,-2
60.0,4
61.0,0
62.0,-3
63.0,2
64.0,7
65.0,9
66.0,15
67.0,21
68.0,21
69.0,17
70.0,11
71.0,9
72.0,9
73.0,5
74.0,-3
75.0,-9
76.0,-13
77.0,-15
78.0,-12
79.0,-8
80.0,-14
81.0,-22
82.0,-22
83.0,-16
84.0,-5
85.0,7
86.0,17
87.0,25
88.0,23
89.0,13
90.0,5
91.0,2
92.0,-3
93.0,-9
94.0,-10
95.0,-9
96.0,-6
97.0,4
98.0,14
99.0,23
100.0,31
101.0,38
102.0,44
103.0,54
104.0,65
105.0,62
106.0,49
107.0,38
108.0,14
109.0,-36
110.0,-74
111.0,-77
112.0,-70
113.0,-70
114.0,-67
115.0,-59
116.0,-47
117.0,-27
118.0,8
119.0,40
120.0,38
121.0,7
122.0,-31
123.0,-65
124.0,-96
125.0,-106
126.0,-89
127.0,-77
128.0,-77
129.0,-82
130.0,-63
131.0,-9
132.0,54
133.0,101
134.0,112
135.0,104
136.0,106
137.0,104
138.0,91
139.0,68
140.0,39
141.0,16
142.0,-10
143.0,-43
144.0,-72
145.0,-77
146.0,-67
147.0,-65
148.0,-64
149.0,-50
150.0,-37
151.0,-25
152.0,-1
153.0,33
154.0,67
155.0,90
156.0,100
157.0,106
158.0,106
159.0,102
160.0,94
161.0,77
162.0,53
163.0,25
164.0,0
165.0,-19
166.0,-36
167.0,-48
168.0,-45
169.0,-28
170.0,-10
171.0,7
172.0,24
173.0,30
174.0,22
175.0,10
176.0,-5
177.0,-22
178.0,-36
179.0,-44
180.0,-43
181.0,-32
182.0,-23
183.0,-16
184.0,-6
185.0,4
186.0,11
187.0,17
188.0,16
189.0,12
190.0,11
191.0,8
