t,lead_I,lead_II,v3,v4
0.9,110466,8333,-25163,-16359
2.9,111752,9385,-25100,-15646
4.9,111440,9741,-25138,-14863
6.9,110987,10083,-25440,-14062
8.9,111750,10922,-26260,-13512
10.9,112498,11429,-27477,-13321
12.9,112023,11199,-28474,-13102
14.9,111307,11294,-28979,-12580
16.9,111334,12159,-29430,-12156
18.9,111478,12635,-30143,-12314
20.9,111254,12136,-30910,-12971
22.9,111188,11449,-31618,-13932
24.9,111307,10785,-32441,-15320
26.9,110896,9471,-33303,-17111
28.9,109824,7653,-33903,-18898
30.9,108649,6126,-34240,-20456
32.9,107774,4964,-34489,-21850
34.9,107266,3916,-34545,-22896
36.9,107000,3235,-34260,-23275
38.9,106857,3082,-33842,-23144
40.9,106964,3178,-33502,-22886
42.9,107358,3423,-33059,-22479
44.9,107696,3920,-32352,-21804
46.9,107881,4558,-31584,-21119
48.9,108292,5248,-30876,-20576
50.9,108901,6013,-30019,-19893
52.9,109170,6539,-29024,-19033
54.9,109050,6501,-28316,-18486
56.9,109034,6333,-28070,-18466
58.9,109302,6693,-27969,-18593
60.9,109610,7346,-27801,-18589
62.9,109799,7589,-27697,-18555
64.9,109912,7456,-27684,-18526
66.9,109984,7456,-27617,-18430
68.9,109900,7537,-27519,-18372
70.9,109550,7342,-27485,-18420
72.9,109193,7048,-27414,-18386
74.9,109247,6982,-27249,-18202
76.9,109594,7011,-27151,-18073
78.9,109798,7075,-27135,-18044
80.9,109875,7469,-27041,-17956
82.9,110021,7989,-26973,-17891
84.9,110025,7973,-27120,-18017
86.9,109772,7535,-27264,-18157
88.9,109595,7403,-27167,-18123
90.9,109595,7548,-27098,-18106
92.9,109506,7413,-27259,-18258
94.9,109365,7087,-27318,-18378
96.9,109396,6969,-27088,-18364
98.9,109528,7006,-26913,-18392
100.9,109715,7164,-26982,-18487
102.9,110057,7625,-27050,-18462
104.9,110334,8115,-27010,-18292
106.9,110287,8119,-27023,-18111
108.9,110145,7755,-27101,-17952
110.9,110057,7488,-27111,-17777
112.9,109803,7402,-27072,-17640
114.9,109587,7392,-27064,-17616
116.9,109839,7438,-27017,-17641
118.9,110141,7452,-26850,-17599
120.9,109910,7458,-26712,-17568
122.9,109645,7697,-26811,-17729
124.9,109942,8115,-27037,-17978
126.9,110267,8292,-27070,-17985
128.9,110055,8118,-26883,-17735
130.9,109736,7843,-26764,-17579
132.9,109740,7548,-26791,-17660
134.9,109828,7259,-26763,-17749
136.9,109833,7203,-26649,-17700
138.9,109895,7394,-26629,-17634
140.9,109983,7536,-26694,-17648
142.9,110014,7641,-26690,-17698
144.9,110112,7974,-26656,-17771
146.9,110266,8303,-26725,-17899
148.9,110244,8159,-26814,-18016
150.9,110039,7708,-26776,-18005
152.9,109905,7504,-26680,-17911
154.9,109944,7669,-26635,-17880
156.9,110009,7912,-26581,-17900
158.9,109977,7976,-26489,-17873
160.9,109921,7834,-26452,-17850
162.9,110019,7770,-26467,-17909
164.9,110245,8052,-26456,-17927
166.9,110309,8381,-26466,-17781
168.9,110185,8326,-26527,-17589
170.9,110247,8106,-26501,-17510
172.9,110450,8052,-26352,-17487
174.9,110225,7936,-26235,-17397
176.9,109751,7742,-26202,-17280
178.9,109963,7973,-26170,-17247
180.9,110758,8488,-26128,-17251
182.9,110953,8509,-26116,-17180
184.9,110423,8134,-26139,-17112
186.9,110227,8169,-26205,-17164
188.9,110556,8577,-26243,-17176
190.9,110654,8720,-26125,-16969
192.9,110453,8626,-25941,-16736
194.9,110411,8603,-25930,-16755
196.9,110401,8413,-26043,-16911
198.9,110205,7967,-26006,-16932
200.9,110174,7836,-25786,-16826
202.9,110481,8246,-25627,-16781
204.9,110757,8591,-25682,-16876
206.9,110832,8499,-25845,-17029
208.9,110849,8368,-25907,-17086
210.9,110778,8477,-25780,-16957
212.9,110651,8558,-25583,-16729
214.9,110760,8529,-25465,-16585
216.9,111047,8637,-25443,-16617
218.9,111034,8758,-25471,-16751
220.9,110727,8583,-25510,-16795
222.9,110714,8453,-25485,-16639
224.9,111155,8860,-25389,-16452
226.9,111489,9389,-25365,-16464
228.9,111348,9323,-25443,-16553
230.9,111058,8944,-25428,-16427
232.9,111079,8975,-25258,-16168
234.9,111386,9262,-25138,-16105
236.9,111609,9250,-25147,-16201
238.9,111566,9171,-25108,-16124
240.9,111479,9494,-24965,-15865
242.9,111632,9892,-24895,-15727
244.9,111921,9852,-24949,-15788
246.9,111997,9606,-24978,-15855
248.9,111841,9586,-24935,-15832
250.9,111790,9694,-24909,-15743
252.9,111910,9701,-24874,-15561
254.9,111865,9645,-24734,-15287
256.9,111619,9624,-24566,-15050
258.9,111611,9716,-24554,-14991
260.9,111944,9982,-24676,-15114
262.93,112136,10233,-24705,-15298
264.95,111987,10196,-24578,-15435
266.98,111882,9980,-24505,-15539
269.0,112027,9912,-24588,-15610
271.0,112228,10071,-24613,-15499
273.0,112393,10296,-24459,-15168
275.0,112480,10378,-24344,-14856
277.0,112307,10228,-24403,-14727
279.0,112029,10091,-24442,-14665
281.0,112085,10245,-24357,-14621
283.0,112338,10446,-24325,-14698
285.0,112300,10387,-24398,-14817
287.0,112162,10381,-24417,-14844
289.0,112352,10638,-24422,-14944
291.0,112497,10639,-24587,-15254
293.0,112157,10234,-24774,-15451
295.0,111881,10155,-24725,-15244
297.0,112220,10557,-24578,-14948
299.0,112558,10594,-24619,-14987
301.0,112145,10065,-24748,-15202
303.0,111464,9773,-24736,-15233
305.0,111423,9954,-24707,-15187
307.0,111859,10052,-24853,-15345
309.0,111912,9944,-25049,-15621
311.0,111422,9892,-25145,-15824
313.0,111017,9775,-25231,-16004
315.0,111042,9487,-25328,-16154
317.0,111205,9319,-25302,-16108
319.0,111191,9315,-25230,-16005
321.0,111038,9182,-25377,-16233
323.0,110884,8968,-25723,-16729
325.0,110767,8941,-25939,-16975
327.0,110762,9095,-25900,-16822
329.0,110957,9334,-25832,-16682
331.0,111127,9512,-25913,-16822
333.0,110862,9279,-26057,-17076
335.0,110226,8703,-26170,-17267
337.0,109797,8447,-26292,-17412
339.0,109919,8628,-26423,-17465
341.0,110332,8561,-26486,-17359
343.0,110558,8119,-26495,-17226
345.0,110405,7953,-26520,-17209
347.0,110148,8222,-26542,-17221
349.0,110157,8431,-26521,-17166
351.0,110300,8386,-26510,-17149
353.0,110189,8245,-26590,-17283
355.0,109948,8050,-26775,-17531
357.0,109968,7880,-26972,-17775
359.0,110117,7906,-27020,-17868
361.0,110009,8008,-26902,-17770
363.0,109731,7949,-26827,-17673
365.0,109684,7883,-26937,-17743
367.0,109975,8044,-27086,-17853
369.0,110219,8162,-27090,-17843
371.0,109987,7896,-26999,-17840
373.0,109527,7527,-26953,-17992
375.0,109511,7523,-26965,-18189
377.0,109871,7773,-26990,-18274
379.0,109918,7921,-27016,-18226
381.0,109729,8021,-27012,-18067
383.0,109957,8221,-26968,-17900
385.0,110369,8272,-26982,-17907
387.0,110214,7956,-27109,-18063
389.0,109683,7577,-27213,-18082
391.0,109525,7536,-27159,-17860
393.0,109794,7768,-27033,-17636
395.0,110028,7910,-26995,-17592
397.0,110004,7775,-27027,-17651
399.0,109807,7567,-27016,-17700
401.0,109727,7660,-26966,-17731
403.0,109991,8034,-26969,-17753
405.0,110248,8146,-27028,-17771
407.0,109963,7738,-27055,-17814
409.0,109463,7378,-27043,-17893
411.0,109510,7594,-27067,-17986
413.0,109931,7992,-27131,-18085
415.0,110009,7968,-27158,-18178
417.0,109852,7718,-27117,-18203
419.0,109950,7740,-27052,-18130
421.0,110035,7898,-27028,-18040
423.0,109745,7838,-27055,-17997
425.0,109520,7740,-27043,-17926
427.0,109700,7860,-26915,-17797
429.0,109870,7962,-26791,-17754
431.0,109821,7871,-26852,-17855
433.0,109861,7857,-27040,-17966
435.0,109954,8008,-27129,-18048
437.0,109895,8075,-27042,-18190
439.0,109954,8080,-26908,-18315
441.0,110240,8163,-26882,-18251
443.0,110257,8095,-26971,-18028
445.0,109850,7795,-27000,-17771
447.0,109535,7706,-26863,-17540
449.0,109578,7939,-26775,-17474
451.0,109742,7985,-26935,-17662
453.0,109885,7721,-27104,-17846
455.0,109998,7627,-26996,-17754
457.0,109961,7784,-26803,-17573
459.0,109795,7800,-26804,-17571
461.0,109781,7718,-26880,-17623
463.0,110030,7914,-26856,-17576
465.0,110290,8251,-26839,-17562
467.0,110365,8310,-26912,-17642
469.0,110388,8188,-26947,-17680
471.0,110420,8242,-26908,-17695
473.0,110208,8356,-26914,-17825
475.0,109730,8156,-26982,-17973
477.0,109467,7703,-26996,-17959
479.0,109617,7439,-26936,-17867
481.0,109770,7575,-26920,-17866
483.0,109742,7863,-27011,-17913
485.0,109822,7945,-27091,-17908
487.0,109975,7753,-27019,-17866
